product_type,attributes,UMP,Seller - Required vs Optional
APPAREL_BELT,lens.color,,Required
APPAREL_BELT,lens.width,,Optional
APPAREL_BELT,lifecycle_supply_type,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,lifestyle,,Optional
APPAREL_BELT,lithium_battery.energy_content,,Required
APPAREL_BELT,lithium_battery.packaging,,Required
APPAREL_BELT,lithium_battery.weight,,Required
APPAREL_BELT,main_offer_image_locator,,Optional
APPAREL_BELT,main_product_image_locator,,Optional
APPAREL_BELT,manufacturer,,Required
APPAREL_BELT,map_policy,,Optional
APPAREL_BELT,max_order_quantity,,Optional
APPAREL_BELT,merchant_release_date,,Optional
APPAREL_BELT,merchant_shipping_group,,Optional
APPAREL_BELT,metal_type,,Required
APPAREL_BELT,model_number,,Required
APPAREL_BELT,model_name,,Required
APPAREL_BELT,num_batteries,,Required
APPAREL_BELT,number_of_items,,Required
APPAREL_BELT,number_of_lithium_ion_cells,,Required
APPAREL_BELT,number_of_lithium_metal_cells,,Required
APPAREL_BELT,other_offer_image_locator_1,,Optional
APPAREL_BELT,other_offer_image_locator_2,,Optional
APPAREL_BELT,other_offer_image_locator_3,,Optional
APPAREL_BELT,other_offer_image_locator_4,,Optional
APPAREL_BELT,other_offer_image_locator_5,,Optional
APPAREL_BELT,other_product_image_locator_1,,Optional
APPAREL_BELT,other_product_image_locator_2,,Optional
APPAREL_BELT,other_product_image_locator_3,,Optional
APPAREL_BELT,other_product_image_locator_4,,Optional
APPAREL_BELT,other_product_image_locator_5,,Optional
APPAREL_BELT,other_product_image_locator_6,,Optional
APPAREL_BELT,other_product_image_locator_7,,Optional
APPAREL_BELT,other_product_image_locator_8,,Optional
APPAREL_BELT,item_package_weight,,Required
APPAREL_BELT,packer_contact_information,,Required
APPAREL_BELT,parentage_level,,Optional
APPAREL_BELT,product_category,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,product_description,,Required
APPAREL_BELT,product_subcategory,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,product_tax_code,,Optional
APPAREL_BELT,purchasable_offer,,Optional
APPAREL_BELT,purchasable_offer.automated_pricing_merchandising_rule_plan,,Optional
APPAREL_BELT,purchasable_offer.discounted_price,,Optional
APPAREL_BELT,purchasable_offer.map_price,,Optional
APPAREL_BELT,purchasable_offer.maximum_retail_price,,Optional
APPAREL_BELT,purchasable_offer.maximum_seller_allowed_price,,Optional
APPAREL_BELT,purchasable_offer.minimum_seller_allowed_price,,Optional
APPAREL_BELT,purchasable_offer.our_price,,Optional
APPAREL_BELT,recommended_browse_nodes,,Required
APPAREL_BELT,regulatory_compliance_certification,,Optional
APPAREL_BELT,ring.size,,Required
APPAREL_BELT,rtip_earliest_shipping_date,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,rtip_items_per_inner_pack,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,rtip_manufacturer_contact_information,,Required
APPAREL_BELT,rtip_order_aggregate_type,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,rtip_product_description,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,rtip_vendor_code,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,safety_data_sheet_url,,Required
APPAREL_BELT,seasons,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_BELT,skip_offer,,Optional
APPAREL_BELT,special_size_type,,Required
APPAREL_BELT,style,,Required
APPAREL_BELT,subject_character,,Optional
APPAREL_BELT,supplier_declared_dg_hz_regulation,,Required
APPAREL_BELT,supplier_declared_has_product_identifier_exemption,,Optional
APPAREL_BELT,swatch_product_image_locator,,Optional
APPAREL_BELT,team_name,,Required
APPAREL_BELT,theme,,Optional
APPAREL_BELT,total_diamond_weight,,Optional
APPAREL_BELT,record_action,,Optional
APPAREL_BELT,variation_theme,,Required
APPAREL_BELT,vendor_sku,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,batteries_included,,Required
APPAREL_HEAD_NECK_COVERING,merchant_suggested_asin,,Required
APPAREL_HEAD_NECK_COVERING,athlete,,Required
APPAREL_HEAD_NECK_COVERING,band.color,,Required
APPAREL_HEAD_NECK_COVERING,batteries_required,,Required
APPAREL_HEAD_NECK_COVERING,battery.cell_composition,,Required
APPAREL_HEAD_NECK_COVERING,battery.weight,,Required
APPAREL_HEAD_NECK_COVERING,bullet_point,,Required
APPAREL_HEAD_NECK_COVERING,child_parent_sku_relationship,,Required
APPAREL_HEAD_NECK_COVERING,condition_note,,Optional
APPAREL_HEAD_NECK_COVERING,condition_type,,Required
APPAREL_HEAD_NECK_COVERING,configuration,,Required
APPAREL_HEAD_NECK_COVERING,country_of_origin,,Required
APPAREL_HEAD_NECK_COVERING,customer_package_type,,Required
APPAREL_HEAD_NECK_COVERING,deprecated_variation_theme,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,edition,,Required
APPAREL_HEAD_NECK_COVERING,external_product_id,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,external_product_information,,Required
APPAREL_HEAD_NECK_COVERING,product_type,,Required
APPAREL_HEAD_NECK_COVERING,fit_type,,Required
APPAREL_HEAD_NECK_COVERING,flavor,,Required
APPAREL_HEAD_NECK_COVERING,fulfillment_availability,,Required
APPAREL_HEAD_NECK_COVERING,generic_keyword,,Optional
APPAREL_HEAD_NECK_COVERING,ghs.classification,,Required
APPAREL_HEAD_NECK_COVERING,gift_options,,Optional
APPAREL_HEAD_NECK_COVERING,handmade_classification,,Optional
APPAREL_HEAD_NECK_COVERING,hazmat,,Required
APPAREL_HEAD_NECK_COVERING,importer_contact_information,,Required
APPAREL_HEAD_NECK_COVERING,item_booking_date,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,item_display_dimensions,,Optional
APPAREL_HEAD_NECK_COVERING,item_display_weight,,Required
APPAREL_HEAD_NECK_COVERING,item_name,,Required
APPAREL_HEAD_NECK_COVERING,item_package_dimensions,,Required
APPAREL_HEAD_NECK_COVERING,item_package_quantity,,Required
APPAREL_HEAD_NECK_COVERING,contribution_sku,,Required
APPAREL_HEAD_NECK_COVERING,item_type_name,,Required
APPAREL_HEAD_NECK_COVERING,item_weight,,Required
APPAREL_HEAD_NECK_COVERING,league_name,,Optional
APPAREL_HEAD_NECK_COVERING,lens.color,,Required
APPAREL_HEAD_NECK_COVERING,lens.width,,Optional
APPAREL_HEAD_NECK_COVERING,lifestyle,,Optional
APPAREL_HEAD_NECK_COVERING,lithium_battery.energy_content,,Required
APPAREL_HEAD_NECK_COVERING,lithium_battery.packaging,,Required
APPAREL_HEAD_NECK_COVERING,lithium_battery.weight,,Required
APPAREL_HEAD_NECK_COVERING,main_offer_image_locator,,Optional
APPAREL_HEAD_NECK_COVERING,main_product_image_locator,,Optional
APPAREL_HEAD_NECK_COVERING,manufacturer,,Required
APPAREL_HEAD_NECK_COVERING,map_policy,,Optional
APPAREL_HEAD_NECK_COVERING,max_order_quantity,,Optional
APPAREL_HEAD_NECK_COVERING,merchant_release_date,,Optional
APPAREL_HEAD_NECK_COVERING,merchant_shipping_group,,Optional
APPAREL_HEAD_NECK_COVERING,model_number,,Required
APPAREL_HEAD_NECK_COVERING,model_name,,Required
APPAREL_HEAD_NECK_COVERING,num_batteries,,Required
APPAREL_HEAD_NECK_COVERING,number_of_lithium_ion_cells,,Required
APPAREL_HEAD_NECK_COVERING,number_of_lithium_metal_cells,,Required
APPAREL_HEAD_NECK_COVERING,occasion,,Required
APPAREL_HEAD_NECK_COVERING,other_offer_image_locator_1,,Optional
APPAREL_HEAD_NECK_COVERING,other_offer_image_locator_2,,Optional
APPAREL_HEAD_NECK_COVERING,other_offer_image_locator_3,,Optional
APPAREL_HEAD_NECK_COVERING,other_offer_image_locator_4,,Optional
APPAREL_HEAD_NECK_COVERING,other_offer_image_locator_5,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_1,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_2,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_3,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_4,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_5,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_6,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_7,,Optional
APPAREL_HEAD_NECK_COVERING,other_product_image_locator_8,,Optional
APPAREL_HEAD_NECK_COVERING,item_package_weight,,Required
APPAREL_HEAD_NECK_COVERING,packer_contact_information,,Required
APPAREL_HEAD_NECK_COVERING,parentage_level,,Optional
APPAREL_HEAD_NECK_COVERING,part_number,,Required
APPAREL_HEAD_NECK_COVERING,product_category,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,product_description,,Required
APPAREL_HEAD_NECK_COVERING,product_subcategory,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,product_tax_code,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.automated_pricing_merchandising_rule_plan,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.discounted_price,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.map_price,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.maximum_retail_price,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.maximum_seller_allowed_price,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.minimum_seller_allowed_price,,Optional
APPAREL_HEAD_NECK_COVERING,purchasable_offer.our_price,,Optional
APPAREL_HEAD_NECK_COVERING,recommended_browse_nodes,,Required
APPAREL_HEAD_NECK_COVERING,regulatory_compliance_certification,,Optional
APPAREL_HEAD_NECK_COVERING,ring.size,,Required
APPAREL_HEAD_NECK_COVERING,rtip_earliest_shipping_date,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,rtip_items_per_inner_pack,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,rtip_manufacturer_contact_information,,Required
APPAREL_HEAD_NECK_COVERING,rtip_order_aggregate_type,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,rtip_product_description,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,rtip_vendor_code,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,safety_data_sheet_url,,Required
APPAREL_HEAD_NECK_COVERING,scent,,Required
APPAREL_HEAD_NECK_COVERING,seasons,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,skip_offer,,Optional
APPAREL_HEAD_NECK_COVERING,special_size_type,,Required
APPAREL_HEAD_NECK_COVERING,supplier_declared_dg_hz_regulation,,Required
APPAREL_HEAD_NECK_COVERING,supplier_declared_has_product_identifier_exemption,,Optional
APPAREL_HEAD_NECK_COVERING,swatch_product_image_locator,,Optional
APPAREL_HEAD_NECK_COVERING,team_name,,Required
APPAREL_HEAD_NECK_COVERING,theme,,Optional
APPAREL_HEAD_NECK_COVERING,record_action,,Optional
APPAREL_HEAD_NECK_COVERING,variation_theme,,Required
APPAREL_HEAD_NECK_COVERING,vendor_sku,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,batteries_included,,Required
APPAREL,merchant_suggested_asin,,Required
APPAREL,athlete,,Required
APPAREL,batteries_required,,Required
APPAREL,battery.cell_composition,,Required
APPAREL,battery.weight,,Required
APPAREL,bullet_point,,Required
APPAREL,child_parent_sku_relationship,,Required
APPAREL,condition_note,,Optional
APPAREL,condition_type,,Required
APPAREL,country_of_origin,,Required
APPAREL,cup.size,,Required
APPAREL,customer_package_type,,Required
APPAREL,deprecated_variation_theme,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,edition,,Required
APPAREL,external_product_id,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,external_product_information,,Required
APPAREL,product_type,,Required
APPAREL,flavor,,Required
APPAREL,fulfillment_availability,,Required
APPAREL,generic_keyword,,Optional
APPAREL,ghs.classification,,Required
APPAREL,gift_options,,Optional
APPAREL,golf_club_flex,,Required
APPAREL,grip.size,,Required
APPAREL,handmade_classification,,Optional
APPAREL,hazmat,,Required
APPAREL,importer_contact_information,,Required
APPAREL,item_booking_date,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,item_dimensions,,Required
APPAREL,item_display_dimensions,,Optional
APPAREL,item_name,,Required
APPAREL,item_package_dimensions,,Required
APPAREL,item_package_quantity,,Required
APPAREL,item_shape,,Required
APPAREL,contribution_sku,,Required
APPAREL,item_type_name,,Required
APPAREL,item_weight,,Required
APPAREL,league_name,,Optional
APPAREL,lens.color,,Required
APPAREL,lifestyle,,Optional
APPAREL,lithium_battery.energy_content,,Required
APPAREL,lithium_battery.packaging,,Required
APPAREL,lithium_battery.weight,,Required
APPAREL,main_offer_image_locator,,Optional
APPAREL,main_product_image_locator,,Optional
APPAREL,manufacturer,,Required
APPAREL,map_policy,,Optional
APPAREL,max_order_quantity,,Optional
APPAREL,merchant_release_date,,Optional
APPAREL,merchant_shipping_group,,Optional
APPAREL,model_number,,Required
APPAREL,model_name,,Required
APPAREL,num_batteries,,Required
APPAREL,number_of_lithium_ion_cells,,Required
APPAREL,number_of_lithium_metal_cells,,Required
APPAREL,other_offer_image_locator_1,,Optional
APPAREL,other_offer_image_locator_2,,Optional
APPAREL,other_offer_image_locator_3,,Optional
APPAREL,other_offer_image_locator_4,,Optional
APPAREL,other_offer_image_locator_5,,Optional
APPAREL,other_product_image_locator_1,,Optional
APPAREL,other_product_image_locator_2,,Optional
APPAREL,other_product_image_locator_3,,Optional
APPAREL,other_product_image_locator_4,,Optional
APPAREL,other_product_image_locator_5,,Optional
APPAREL,other_product_image_locator_6,,Optional
APPAREL,other_product_image_locator_7,,Optional
APPAREL,other_product_image_locator_8,,Optional
APPAREL,item_package_weight,,Required
APPAREL,packer_contact_information,,Required
APPAREL,parentage_level,,Optional
APPAREL,part_number,,Required
APPAREL,product_category,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,product_description,,Required
APPAREL,product_subcategory,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,product_tax_code,,Optional
APPAREL,purchasable_offer,,Optional
APPAREL,purchasable_offer.automated_pricing_merchandising_rule_plan,,Optional
APPAREL,purchasable_offer.discounted_price,,Optional
APPAREL,purchasable_offer.map_price,,Optional
APPAREL,purchasable_offer.maximum_retail_price,,Optional
APPAREL,purchasable_offer.maximum_seller_allowed_price,,Optional
APPAREL,purchasable_offer.minimum_seller_allowed_price,,Optional
APPAREL,purchasable_offer.our_price,,Optional
APPAREL,recommended_browse_nodes,,Required
APPAREL,regulatory_compliance_certification,,Optional
APPAREL,ring.size,,Required
APPAREL,rtip_earliest_shipping_date,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,rtip_items_per_inner_pack,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,rtip_manufacturer_contact_information,,Required
APPAREL,rtip_order_aggregate_type,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,rtip_product_description,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,rtip_vendor_code,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,safety_data_sheet_url,,Required
APPAREL,scent,,Required
APPAREL,seasons,,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,skip_offer,,Optional
APPAREL,special_size_type,,Required
APPAREL,subject_character,,Optional
APPAREL,supplier_declared_dg_hz_regulation,,Required
APPAREL,supplier_declared_has_product_identifier_exemption,,Optional
APPAREL,swatch_product_image_locator,,Optional
APPAREL,team_name,,Required
APPAREL,theme,,Optional
APPAREL,unit_count,,Optional
APPAREL,record_action,,Optional
APPAREL,variation_theme,,Required
APPAREL,vendor_sku,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,batteries_included,,Required
AREA_DEODORIZER,area_odor_remover_type,,Optional
AREA_DEODORIZER,merchant_suggested_asin,,Required
AREA_DEODORIZER,batteries_required,,Required
AREA_DEODORIZER,battery.cell_composition,,Required
AREA_DEODORIZER,battery.weight,,Required
AREA_DEODORIZER,bullet_point,,Required
AREA_DEODORIZER,child_parent_sku_relationship,,Required
AREA_DEODORIZER,condition_note,,Optional
AREA_DEODORIZER,condition_type,,Required
AREA_DEODORIZER,configuration,,Required
AREA_DEODORIZER,container.type,,Optional
AREA_DEODORIZER,contains_liquid_contents,,Required
AREA_DEODORIZER,country_of_origin,,Required
AREA_DEODORIZER,customer_package_type,,Required
AREA_DEODORIZER,deprecated_variation_theme,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,edition,,Required
AREA_DEODORIZER,external_product_id,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,external_product_information,,Required
AREA_DEODORIZER,fc_shelf_life,,Required
AREA_DEODORIZER,product_type,,Required
AREA_DEODORIZER,flavor,,Required
AREA_DEODORIZER,fulfillment_availability,,Required
AREA_DEODORIZER,generic_keyword,,Optional
AREA_DEODORIZER,ghs.classification,,Required
AREA_DEODORIZER,gift_options,,Optional
AREA_DEODORIZER,gtin_exemption_reason,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,hand_orientation,,Required
AREA_DEODORIZER,handmade_classification,,Optional
AREA_DEODORIZER,hazmat,,Required
AREA_DEODORIZER,importer_contact_information,,Required
AREA_DEODORIZER,is_expiration_dated_product,,Required
AREA_DEODORIZER,is_liquid_double_sealed,,Required
AREA_DEODORIZER,is_trade_item_orderable_unit,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,item_display_dimensions,,Optional
AREA_DEODORIZER,item_display_volume,,Required
AREA_DEODORIZER,item_display_weight,,Required
AREA_DEODORIZER,item_name,,Required
AREA_DEODORIZER,item_package_dimensions,,Required
AREA_DEODORIZER,item_package_quantity,,Required
AREA_DEODORIZER,item_shape,,Required
AREA_DEODORIZER,contribution_sku,,Required
AREA_DEODORIZER,item_type_name,,Required
AREA_DEODORIZER,league_name,,Optional
AREA_DEODORIZER,length_range,,Required
AREA_DEODORIZER,liquid_contents_description,,Required
AREA_DEODORIZER,liquid_volume,,Optional
AREA_DEODORIZER,lithium_battery.energy_content,,Required
AREA_DEODORIZER,lithium_battery.packaging,,Required
AREA_DEODORIZER,lithium_battery.weight,,Required
AREA_DEODORIZER,main_offer_image_locator,,Optional
AREA_DEODORIZER,main_product_image_locator,,Optional
AREA_DEODORIZER,manufacturer,,Required
AREA_DEODORIZER,map_policy,,Optional
AREA_DEODORIZER,master_pack_layers_per_pallet_quantity,,Required
AREA_DEODORIZER,master_packs_per_layer_quantity,,Required
AREA_DEODORIZER,material,,Required
AREA_DEODORIZER,max_order_quantity,,Optional
AREA_DEODORIZER,merchant_release_date,,Optional
AREA_DEODORIZER,merchant_shipping_group,,Optional
AREA_DEODORIZER,model_number,,Required
AREA_DEODORIZER,multibox,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,num_batteries,,Required
AREA_DEODORIZER,number_of_boxes,,Required
AREA_DEODORIZER,number_of_lithium_ion_cells,,Required
AREA_DEODORIZER,number_of_lithium_metal_cells,,Required
AREA_DEODORIZER,other_offer_image_locator_1,,Optional
AREA_DEODORIZER,other_offer_image_locator_2,,Optional
AREA_DEODORIZER,other_offer_image_locator_3,,Optional
AREA_DEODORIZER,other_offer_image_locator_4,,Optional
AREA_DEODORIZER,other_offer_image_locator_5,,Optional
AREA_DEODORIZER,other_product_image_locator_1,,Optional
AREA_DEODORIZER,other_product_image_locator_2,,Optional
AREA_DEODORIZER,other_product_image_locator_3,,Optional
AREA_DEODORIZER,other_product_image_locator_4,,Optional
AREA_DEODORIZER,other_product_image_locator_5,,Optional
AREA_DEODORIZER,other_product_image_locator_6,,Optional
AREA_DEODORIZER,other_product_image_locator_7,,Optional
AREA_DEODORIZER,other_product_image_locator_8,,Optional
AREA_DEODORIZER,package_contains,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,package_contains_sku,,Required
AREA_DEODORIZER,package_level,,Optional
AREA_DEODORIZER,item_package_weight,,Required
AREA_DEODORIZER,packer_contact_information,,Required
AREA_DEODORIZER,parentage_level,,Optional
AREA_DEODORIZER,part_number,,Required
AREA_DEODORIZER,pattern,,Required
AREA_DEODORIZER,product_category,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,product_description,,Required
AREA_DEODORIZER,product_expiration_type,,Required
AREA_DEODORIZER,product_site_launch_date,,Optional
AREA_DEODORIZER,product_subcategory,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,product_tax_code,,Optional
AREA_DEODORIZER,purchasable_offer,,Optional
AREA_DEODORIZER,purchasable_offer.automated_pricing_merchandising_rule_plan,,Optional
AREA_DEODORIZER,purchasable_offer.discounted_price,,Optional
AREA_DEODORIZER,purchasable_offer.map_price,,Optional
AREA_DEODORIZER,purchasable_offer.maximum_retail_price,,Optional
AREA_DEODORIZER,purchasable_offer.maximum_seller_allowed_price,,Optional
AREA_DEODORIZER,purchasable_offer.minimum_seller_allowed_price,,Optional
AREA_DEODORIZER,purchasable_offer.our_price,,Optional
AREA_DEODORIZER,recommended_browse_nodes,,Required
AREA_DEODORIZER,recommended_uses_for_product,,Optional
AREA_DEODORIZER,regulatory_compliance_certification,,Optional
AREA_DEODORIZER,rtip_ingredients,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,rtip_manufacturer_contact_information,,Required
AREA_DEODORIZER,rtip_product_description,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,rtip_vendor_code,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,safety_data_sheet_url,,Required
AREA_DEODORIZER,deprecated_shaft_style_type,,Required
AREA_DEODORIZER,size,,Required
AREA_DEODORIZER,skip_offer,,Optional
AREA_DEODORIZER,street_date,,Optional
AREA_DEODORIZER,style,,Required
AREA_DEODORIZER,supplier_declared_dg_hz_regulation,,Required
AREA_DEODORIZER,supplier_declared_has_product_identifier_exemption,,Optional
AREA_DEODORIZER,swatch_product_image_locator,,Optional
AREA_DEODORIZER,team_name,,Required
AREA_DEODORIZER,record_action,,Optional
AREA_DEODORIZER,variation_theme,,Required
AREA_DEODORIZER,vendor_sku,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AREA_DEODORIZER,width_range,,Required
AROMA_DIFFUSER,batteries_included,,Required
AROMA_DIFFUSER,merchant_suggested_asin,,Required
AROMA_DIFFUSER,batteries_required,,Required
AROMA_DIFFUSER,battery.cell_composition,,Required
AROMA_DIFFUSER,battery.weight,,Required
AROMA_DIFFUSER,bullet_point,,Required
AROMA_DIFFUSER,child_parent_sku_relationship,,Required
AROMA_DIFFUSER,condition_note,,Optional
AROMA_DIFFUSER,condition_type,,Required
AROMA_DIFFUSER,configuration,,Required
AROMA_DIFFUSER,craft_type,,Optional
AROMA_DIFFUSER,deprecated_variation_theme,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AROMA_DIFFUSER,directions,,Optional
AROMA_DIFFUSER,external_product_id,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AROMA_DIFFUSER,external_product_information,,Required
AROMA_DIFFUSER,product_type,,Required
AROMA_DIFFUSER,flavor,,Required
AROMA_DIFFUSER,frame.material,,Optional
AROMA_DIFFUSER,fulfillment_availability,,Required
AROMA_DIFFUSER,gem_type,,Required
AROMA_DIFFUSER,generic_keyword,,Optional
AROMA_DIFFUSER,ghs.classification,,Required
AROMA_DIFFUSER,gift_options,,Optional
AROMA_DIFFUSER,gtin_exemption_reason,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AROMA_DIFFUSER,handmade_classification,,Optional
AROMA_DIFFUSER,hazmat,,Required
AROMA_DIFFUSER,importer_contact_information,,Required
AROMA_DIFFUSER,is_assembly_required,,Required
AROMA_DIFFUSER,item_display_dimensions,,Optional
AROMA_DIFFUSER,item_display_weight,,Required
AROMA_DIFFUSER,item_form,,Required
AROMA_DIFFUSER,item_length_width_height,,Required
AROMA_DIFFUSER,item_name,,Required
AROMA_DIFFUSER,item_package_dimensions,,Required
AROMA_DIFFUSER,item_package_quantity,,Required
AROMA_DIFFUSER,contribution_sku,,Required
AROMA_DIFFUSER,item_type_name,,Required
AROMA_DIFFUSER,item_weight,,Required
AROMA_DIFFUSER,language,,Required
AROMA_DIFFUSER,league_name,,Optional
AROMA_DIFFUSER,length_range,,Required
AROMA_DIFFUSER,lithium_battery.energy_content,,Required
AROMA_DIFFUSER,lithium_battery.packaging,,Required
AROMA_DIFFUSER,lithium_battery.weight,,Required
AROMA_DIFFUSER,main_offer_image_locator,,Optional
AROMA_DIFFUSER,main_product_image_locator,,Optional
AROMA_DIFFUSER,manufacturer,,Required
AROMA_DIFFUSER,map_policy,,Optional
AROMA_DIFFUSER,master_pack_layers_per_pallet_quantity,,Required
AROMA_DIFFUSER,master_packs_per_layer_quantity,,Required
AROMA_DIFFUSER,material_type_free,,Optional
AROMA_DIFFUSER,max_order_quantity,,Optional
AROMA_DIFFUSER,merchant_release_date,,Optional
AROMA_DIFFUSER,merchant_shipping_group,,Optional
AROMA_DIFFUSER,metal_type,,Required
AROMA_DIFFUSER,model_number,,Required
AROMA_DIFFUSER,num_batteries,,Required
AROMA_DIFFUSER,number_of_items,,Required
AROMA_DIFFUSER,number_of_lithium_ion_cells,,Required
AROMA_DIFFUSER,number_of_lithium_metal_cells,,Required
AROMA_DIFFUSER,other_offer_image_locator_1,,Optional
AROMA_DIFFUSER,other_offer_image_locator_2,,Optional
AROMA_DIFFUSER,other_offer_image_locator_3,,Optional
AROMA_DIFFUSER,other_offer_image_locator_4,,Optional
AROMA_DIFFUSER,other_offer_image_locator_5,,Optional
AROMA_DIFFUSER,other_product_image_locator_1,,Optional
AROMA_DIFFUSER,other_product_image_locator_2,,Optional
AROMA_DIFFUSER,other_product_image_locator_3,,Optional
AROMA_DIFFUSER,other_product_image_locator_4,,Optional
AROMA_DIFFUSER,other_product_image_locator_5,,Optional
AROMA_DIFFUSER,other_product_image_locator_6,,Optional
AROMA_DIFFUSER,other_product_image_locator_7,,Optional
AROMA_DIFFUSER,other_product_image_locator_8,,Optional
AROMA_DIFFUSER,item_package_weight,,Required
AROMA_DIFFUSER,packer_contact_information,,Required
AROMA_DIFFUSER,parentage_level,,Optional
AROMA_DIFFUSER,part_number,,Required
AROMA_DIFFUSER,pattern,,Required
AROMA_DIFFUSER,product_category,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AROMA_DIFFUSER,product_description,,Required
AROMA_DIFFUSER,product_site_launch_date,,Optional
AROMA_DIFFUSER,product_subcategory,,CONFIGURED ONLY IN 'VENDOR' SCOPE
AROMA_DIFFUSER,product_tax_code,,Optional
AROMA_DIFFUSER,purchasable_offer,,Optional
AROMA_DIFFUSER,purchasable_offer.automated_pricing_merchandising_rule_plan,,Optional
AROMA_DIFFUSER,purchasable_offer.discounted_price,,Optional
AROMA_DIFFUSER,purchasable_offer.map_price,,Optional
AROMA_DIFFUSER,purchasable_offer.maximum_retail_price,,Optional
