Helper,product_type,sa_name,Rank,MP,completeness_weight,correctness_weight,normalization_weight,PT Scope,ASCS PT excluded,ASCS All excluded,Excluded,IDQ program PT overlap,IDQ program PT+Attribute overlap
PERSONAL_COMPUTER-graphics_ram.size,PERSONAL_COMPUTER,graphics_ram.size,22,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-display.type,PERSONAL_COMPUTER,display.type,23,1,4,4,4,1,0,0,0,1,1
PERSONAL_COMPUTER-graphics_coprocessor,PERSONAL_COMPUTER,graphics_coprocessor,24,1,4,4,4,1,0,0,0,1,1
PERSONAL_COMPUTER-ram_memory.maximum_size,PERSONAL_COMPUTER,ram_memory.maximum_size,25,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-model_year,PERSONAL_COMPUTER,model_year,26,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-human_interface_input,PERSONAL_COMPUTER,human_interface_input,27,1,4,4,4,1,0,0,0,1,1
PERSONAL_COMPUTER-model_number,PERSONAL_COMPUTER,model_number,28,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-hard_disk.description,PERSONAL_COMPUTER,hard_disk.description,29,1,4,4,4,1,0,0,0,1,1
PERSONAL_COMPUTER-cpu_model.model_number,PERSONAL_COMPUTER,cpu_model.model_number,30,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-country_of_origin,PERSONAL_COMPUTER,country_of_origin,31,1,4,4,4,1,0,1,1,1,0
PERSONAL_COMPUTER-graphics_ram.type,PERSONAL_COMPUTER,graphics_ram.type,32,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-wireless_comm_standard,PERSONAL_COMPUTER,wireless_comm_standard,33,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-cache_memory.installed_size,PERSONAL_COMPUTER,cache_memory.installed_size,34,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-hardware_interface,PERSONAL_COMPUTER,hardware_interface,35,1,4,4,4,1,0,0,0,1,1
PERSONAL_COMPUTER-memory_speed,PERSONAL_COMPUTER,memory_speed,36,1,4,4,4,1,0,0,0,1,0
PERSONAL_COMPUTER-memory_slots_available,PERSONAL_COMPUTER,memory_slots_available,37,1,4,4,4,1,0,0,0,1,1
PERSONAL_COMPUTER-power_consumption,PERSONAL_COMPUTER,power_consumption,38,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-item_dimensions,PERSONAL_COMPUTER,item_dimensions,39,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-included_security_features,PERSONAL_COMPUTER,included_security_features,40,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-aspect_ratio,PERSONAL_COMPUTER,aspect_ratio,41,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-item_weight,PERSONAL_COMPUTER,item_weight,42,1,2,2,2,1,0,1,1,1,0
PERSONAL_COMPUTER-keyboard_description,PERSONAL_COMPUTER,keyboard_description,43,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-speaker_description,PERSONAL_COMPUTER,speaker_description,44,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-speaker_type,PERSONAL_COMPUTER,speaker_type,45,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-specification_met,PERSONAL_COMPUTER,specification_met,46,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-total_video_out_ports,PERSONAL_COMPUTER,total_video_out_ports,47,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-video_output,PERSONAL_COMPUTER,video_output,48,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-video_output_interface,PERSONAL_COMPUTER,video_output_interface,49,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-warranty_description,PERSONAL_COMPUTER,warranty_description,50,1,2,2,2,1,0,1,1,1,0
PERSONAL_COMPUTER-graphics_processor_manufacturer,PERSONAL_COMPUTER,graphics_processor_manufacturer,51,1,2,2,2,1,0,0,0,1,1
PERSONAL_COMPUTER-graphics_description,PERSONAL_COMPUTER,graphics_description,52,1,2,2,2,1,0,0,0,1,1
PERSONAL_COMPUTER-usb_port_quantity,PERSONAL_COMPUTER,usb_port_quantity,54,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-hard_disk.interface,PERSONAL_COMPUTER,hard_disk.interface,56,1,2,2,2,1,0,0,0,1,1
PERSONAL_COMPUTER-style,PERSONAL_COMPUTER,style,57,1,2,2,2,1,0,0,0,1,0
PERSONAL_COMPUTER-biometric_security_feature,PERSONAL_COMPUTER,biometric_security_feature,58,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-eu_spare_part_availability_duration,PERSONAL_COMPUTER,eu_spare_part_availability_duration,59,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-cooling_method,PERSONAL_COMPUTER,cooling_method,60,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-wireless_communication_technology,PERSONAL_COMPUTER,wireless_communication_technology,61,1,1,1,1,1,0,0,0,1,1
PERSONAL_COMPUTER-resolution,PERSONAL_COMPUTER,resolution,62,1,1,1,1,1,0,0,0,1,1
PERSONAL_COMPUTER-graphics_card_interface,PERSONAL_COMPUTER,graphics_card_interface,63,1,1,1,1,1,0,0,0,1,1
PERSONAL_COMPUTER-compatible_devices,PERSONAL_COMPUTER,compatible_devices,65,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-power_plug_type,PERSONAL_COMPUTER,power_plug_type,66,1,1,1,1,1,0,0,0,1,1
PERSONAL_COMPUTER-cpu_model.socket,PERSONAL_COMPUTER,cpu_model.socket,67,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-total_expansion_slots_quantity,PERSONAL_COMPUTER,total_expansion_slots_quantity,68,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-system_ram_type,PERSONAL_COMPUTER,system_ram_type,69,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-language,PERSONAL_COMPUTER,language,70,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-native_resolution,PERSONAL_COMPUTER,native_resolution,72,1,1,1,1,1,0,0,0,1,1
PERSONAL_COMPUTER-processor_count,PERSONAL_COMPUTER,processor_count,73,1,1,1,1,1,0,0,0,1,1
PERSONAL_COMPUTER-keyboard_layout,PERSONAL_COMPUTER,keyboard_layout,74,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-memory_clock_speed,PERSONAL_COMPUTER,memory_clock_speed,77,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-condition,PERSONAL_COMPUTER,condition,79,1,1,1,1,1,0,1,1,1,0
PERSONAL_COMPUTER-total_thunderbolt_ports,PERSONAL_COMPUTER,total_thunderbolt_ports,80,1,1,1,1,1,0,0,0,1,0
PERSONAL_COMPUTER-cpu_model.speed_maximum,PERSONAL_COMPUTER,cpu_model.speed_maximum,81,1,1,1,1,1,0,0,0,1,0
PERSONAL_FLOTATION_DEVICE-brand,PERSONAL_FLOTATION_DEVICE,brand,1,1,8,8,8,1,0,1,1,0,0
PERSONAL_FLOTATION_DEVICE-color,PERSONAL_FLOTATION_DEVICE,color,2,1,8,8,8,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-age_range_description,PERSONAL_FLOTATION_DEVICE,age_range_description,3,1,8,8,8,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-life_vest_type,PERSONAL_FLOTATION_DEVICE,life_vest_type,4,1,8,8,8,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-material,PERSONAL_FLOTATION_DEVICE,material,5,1,4,4,4,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-size,PERSONAL_FLOTATION_DEVICE,size,6,1,4,4,4,1,1,0,1,0,0
PERSONAL_FLOTATION_DEVICE-special_feature,PERSONAL_FLOTATION_DEVICE,special_feature,8,1,4,4,4,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-item_weight,PERSONAL_FLOTATION_DEVICE,item_weight,9,1,4,4,4,1,0,1,1,0,0
PERSONAL_FLOTATION_DEVICE-closure.type,PERSONAL_FLOTATION_DEVICE,closure.type,10,1,4,4,4,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-outer.material,PERSONAL_FLOTATION_DEVICE,outer.material,12,1,4,4,4,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-strap_type,PERSONAL_FLOTATION_DEVICE,strap_type,13,1,2,2,2,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-fit_type,PERSONAL_FLOTATION_DEVICE,fit_type,14,1,2,2,2,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-minimum_weight_recommendation,PERSONAL_FLOTATION_DEVICE,minimum_weight_recommendation,15,1,2,2,2,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-lining_description,PERSONAL_FLOTATION_DEVICE,lining_description,16,1,2,2,2,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-league_name,PERSONAL_FLOTATION_DEVICE,league_name,17,1,1,1,1,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-team_name,PERSONAL_FLOTATION_DEVICE,team_name,18,1,1,1,1,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-eu_spare_part_availability_duration,PERSONAL_FLOTATION_DEVICE,eu_spare_part_availability_duration,23,1,1,1,1,1,0,0,0,0,0
PERSONAL_FLOTATION_DEVICE-maximum_weight_recommendation,PERSONAL_FLOTATION_DEVICE,maximum_weight_recommendation,24,1,1,1,1,1,0,0,0,0,0
PERSONAL_FRAGRANCE-brand,PERSONAL_FRAGRANCE,brand,1,1,8,8,8,1,0,1,1,1,0
PERSONAL_FRAGRANCE-target_gender,PERSONAL_FRAGRANCE,target_gender,2,1,8,8,8,1,0,0,0,1,1
PERSONAL_FRAGRANCE-item_form,PERSONAL_FRAGRANCE,item_form,3,1,8,8,8,1,0,0,0,1,1
PERSONAL_FRAGRANCE-item_volume,PERSONAL_FRAGRANCE,item_volume,4,1,8,8,8,1,0,0,0,1,0
PERSONAL_FRAGRANCE-scent,PERSONAL_FRAGRANCE,scent,5,1,4,4,4,1,0,0,0,1,1
PERSONAL_FRAGRANCE-ingredients,PERSONAL_FRAGRANCE,ingredients,6,1,4,4,4,1,0,1,1,1,0
PERSONAL_FRAGRANCE-special_feature,PERSONAL_FRAGRANCE,special_feature,7,1,4,4,4,1,0,0,0,1,0
PERSONAL_FRAGRANCE-fragrance_concentration,PERSONAL_FRAGRANCE,fragrance_concentration,8,1,4,4,4,1,0,0,0,1,0
PERSONAL_FRAGRANCE-material_type_free,PERSONAL_FRAGRANCE,material_type_free,9,1,4,4,4,1,0,0,0,1,0
PERSONAL_FRAGRANCE-age_range_description,PERSONAL_FRAGRANCE,age_range_description,10,1,4,4,4,1,0,0,0,1,0
PERSONAL_FRAGRANCE-model_name,PERSONAL_FRAGRANCE,model_name,11,1,2,2,2,1,0,0,0,1,0
PERSONAL_FRAGRANCE-country_of_origin,PERSONAL_FRAGRANCE,country_of_origin,13,1,2,2,2,1,0,1,1,1,0
PERSONAL_FRAGRANCE-material_feature,PERSONAL_FRAGRANCE,material_feature,14,1,2,2,2,1,0,0,0,1,0
PERSONAL_FRAGRANCE-item_weight,PERSONAL_FRAGRANCE,item_weight,15,1,2,2,2,1,0,1,1,1,0
PERSONAL_FRAGRANCE-directions,PERSONAL_FRAGRANCE,directions,19,1,1,1,1,1,0,0,0,1,0
PERSONAL_FRAGRANCE-number_of_items,PERSONAL_FRAGRANCE,number_of_items,21,1,1,1,1,1,0,0,0,1,1
PERSONAL_FRAGRANCE-unit_count,PERSONAL_FRAGRANCE,unit_count,22,1,1,1,1,1,0,0,0,1,0
PERSONAL_FRAGRANCE-is_autographed,PERSONAL_FRAGRANCE,is_autographed,23,1,1,1,1,1,0,0,0,1,0
PERSONAL_FRAGRANCE-secondary_scent,PERSONAL_FRAGRANCE,secondary_scent,798811441,1,1,1,1,1,0,0,0,1,0
PERSONAL_PILL_DISPENSER-brand,PERSONAL_PILL_DISPENSER,brand,1,1,8,8,8,1,0,1,1,0,0
PERSONAL_PILL_DISPENSER-container.type,PERSONAL_PILL_DISPENSER,container.type,2,1,8,8,8,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-color,PERSONAL_PILL_DISPENSER,color,3,1,8,8,8,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-material,PERSONAL_PILL_DISPENSER,material,4,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-special_feature,PERSONAL_PILL_DISPENSER,special_feature,5,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-included_components,PERSONAL_PILL_DISPENSER,included_components,6,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-directions,PERSONAL_PILL_DISPENSER,directions,7,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-item_shape,PERSONAL_PILL_DISPENSER,item_shape,8,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-number_of_compartments,PERSONAL_PILL_DISPENSER,number_of_compartments,9,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-unit_count,PERSONAL_PILL_DISPENSER,unit_count,10,1,4,4,4,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-item_dimensions,PERSONAL_PILL_DISPENSER,item_dimensions,11,1,2,2,2,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-item_weight,PERSONAL_PILL_DISPENSER,item_weight,12,1,2,2,2,1,0,1,1,0,0
PERSONAL_PILL_DISPENSER-reminder,PERSONAL_PILL_DISPENSER,reminder,13,1,1,1,1,1,0,0,0,0,0
PERSONAL_PILL_DISPENSER-safety_warning,PERSONAL_PILL_DISPENSER,safety_warning,14,1,1,1,1,1,0,0,0,0,0
PEST_CONTROL_DEVICE-brand,PEST_CONTROL_DEVICE,brand,1,1,8,8,8,1,0,1,1,1,0
PEST_CONTROL_DEVICE-color,PEST_CONTROL_DEVICE,color,2,1,8,8,8,1,0,0,0,1,1
PEST_CONTROL_DEVICE-style,PEST_CONTROL_DEVICE,style,3,1,8,8,8,1,0,0,0,1,1
PEST_CONTROL_DEVICE-material,PEST_CONTROL_DEVICE,material,4,1,4,4,4,1,0,0,0,1,1
PEST_CONTROL_DEVICE-item_length_width_height,PEST_CONTROL_DEVICE,item_length_width_height,5,1,4,4,4,1,0,0,0,1,0
PEST_CONTROL_DEVICE-item_weight,PEST_CONTROL_DEVICE,item_weight,6,1,4,4,4,1,0,1,1,1,0
PEST_CONTROL_DEVICE-safety_warning,PEST_CONTROL_DEVICE,safety_warning,7,1,4,4,4,1,0,0,0,1,0
PEST_CONTROL_DEVICE-number_of_pieces,PEST_CONTROL_DEVICE,number_of_pieces,8,1,4,4,4,1,0,0,0,1,0
PEST_CONTROL_DEVICE-recommended_uses_for_product,PEST_CONTROL_DEVICE,recommended_uses_for_product,9,1,4,4,4,1,0,0,0,1,0
PEST_CONTROL_DEVICE-is_electric,PEST_CONTROL_DEVICE,is_electric,10,1,4,4,4,1,0,0,0,1,0
PEST_CONTROL_DEVICE-target_species,PEST_CONTROL_DEVICE,target_species,11,1,2,2,2,1,0,0,0,1,0
PEST_CONTROL_DEVICE-eu_spare_part_availability_duration,PEST_CONTROL_DEVICE,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
PESTICIDE-item_form,PESTICIDE,item_form,1,1,8,8,8,1,0,0,0,1,1
PESTICIDE-directions,PESTICIDE,directions,2,1,8,8,8,1,0,0,0,1,0
PESTICIDE-item_weight,PESTICIDE,item_weight,3,1,4,4,4,1,0,1,1,1,0
PESTICIDE-safety_warning,PESTICIDE,safety_warning,4,1,4,4,4,1,0,0,0,1,0
PESTICIDE-liquid_volume,PESTICIDE,liquid_volume,5,1,4,4,4,1,0,0,0,1,1
PESTICIDE-active_ingredients,PESTICIDE,active_ingredients,6,1,4,4,4,1,0,1,1,1,0
PESTICIDE-brand,PESTICIDE,brand,7,1,4,4,4,1,0,1,1,1,0
PESTICIDE-specification_met,PESTICIDE,specification_met,8,1,4,4,4,1,0,0,0,1,0
PESTICIDE-target_species,PESTICIDE,target_species,9,1,4,4,4,1,0,0,0,1,0
PESTICIDE-eu_spare_part_availability_duration,PESTICIDE,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
PET_ACTIVITY_STRUCTURE-target_species,PET_ACTIVITY_STRUCTURE,target_species,1,1,8,8,8,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-item_length_width_height,PET_ACTIVITY_STRUCTURE,item_length_width_height,2,1,8,8,8,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-breed_recommendation,PET_ACTIVITY_STRUCTURE,breed_recommendation,3,1,8,8,8,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-specific_uses_for_product,PET_ACTIVITY_STRUCTURE,specific_uses_for_product,4,1,8,8,8,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-recommended_uses_for_product,PET_ACTIVITY_STRUCTURE,recommended_uses_for_product,5,1,8,8,8,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-material,PET_ACTIVITY_STRUCTURE,material,6,1,4,4,4,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-mounting_type,PET_ACTIVITY_STRUCTURE,mounting_type,7,1,4,4,4,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-style,PET_ACTIVITY_STRUCTURE,style,8,1,4,4,4,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-age_range_description,PET_ACTIVITY_STRUCTURE,age_range_description,9,1,4,4,4,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-brand,PET_ACTIVITY_STRUCTURE,brand,10,1,4,4,4,1,0,1,1,0,0
PET_ACTIVITY_STRUCTURE-color,PET_ACTIVITY_STRUCTURE,color,11,1,2,2,2,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-special_feature,PET_ACTIVITY_STRUCTURE,special_feature,12,1,2,2,2,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-number_of_levels,PET_ACTIVITY_STRUCTURE,number_of_levels,13,1,2,2,2,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-item_weight,PET_ACTIVITY_STRUCTURE,item_weight,14,1,2,2,2,1,0,1,1,0,0
PET_ACTIVITY_STRUCTURE-care_instructions,PET_ACTIVITY_STRUCTURE,care_instructions,15,1,2,2,2,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-theme,PET_ACTIVITY_STRUCTURE,theme,16,1,1,1,1,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-included_components,PET_ACTIVITY_STRUCTURE,included_components,17,1,1,1,1,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-model_name,PET_ACTIVITY_STRUCTURE,model_name,18,1,1,1,1,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-eu_spare_part_availability_duration,PET_ACTIVITY_STRUCTURE,eu_spare_part_availability_duration,23,1,1,1,1,1,0,0,0,0,0
PET_ACTIVITY_STRUCTURE-dog_breed_size,PET_ACTIVITY_STRUCTURE,dog_breed_size,25,1,1,1,1,1,0,0,0,0,0
PET_APPAREL-target_species,PET_APPAREL,target_species,1,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-pet_apparel_type,PET_APPAREL,pet_apparel_type,2,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-size,PET_APPAREL,size,3,1,8,8,8,1,1,0,1,1,1
PET_APPAREL-neck.size,PET_APPAREL,neck.size,4,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-chest.size,PET_APPAREL,chest.size,5,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-minimum_weight_recommendation,PET_APPAREL,minimum_weight_recommendation,6,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-occasion_type,PET_APPAREL,occasion_type,7,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-theme,PET_APPAREL,theme,8,1,8,8,8,1,0,0,0,1,0
PET_APPAREL-target_gender,PET_APPAREL,target_gender,9,1,4,4,4,1,0,0,0,1,0
PET_APPAREL-special_feature,PET_APPAREL,special_feature,10,1,4,4,4,1,0,0,0,1,0
PET_APPAREL-breed_recommendation,PET_APPAREL,breed_recommendation,11,1,4,4,4,1,0,0,0,1,1
PET_APPAREL-brand,PET_APPAREL,brand,12,1,4,4,4,1,0,1,1,1,0
PET_APPAREL-material,PET_APPAREL,material,13,1,4,4,4,1,0,0,0,1,0
PET_APPAREL-color,PET_APPAREL,color,14,1,4,4,4,1,0,0,0,1,1
PET_APPAREL-team_name,PET_APPAREL,team_name,15,1,4,4,4,1,0,0,0,1,0
PET_APPAREL-league_name,PET_APPAREL,league_name,16,1,4,4,4,1,0,0,0,1,0
PET_APPAREL-animal_theme,PET_APPAREL,animal_theme,17,1,2,2,2,1,0,0,0,1,0
PET_APPAREL-seasons,PET_APPAREL,seasons,18,1,2,2,2,1,0,0,0,1,0
PET_APPAREL-water_resistance_level,PET_APPAREL,water_resistance_level,19,1,2,2,2,1,0,0,0,1,1
PET_APPAREL-care_instructions,PET_APPAREL,care_instructions,20,1,2,2,2,1,0,0,0,1,1
PET_APPAREL-unit_count,PET_APPAREL,unit_count,21,1,2,2,2,1,0,0,0,1,1
PET_APPAREL-number_of_items,PET_APPAREL,number_of_items,22,1,2,2,2,1,0,0,0,1,0
PET_APPAREL-subject_character,PET_APPAREL,subject_character,23,1,2,2,2,1,0,0,0,1,0
PET_APPAREL-pattern,PET_APPAREL,pattern,24,1,2,2,2,1,0,0,0,1,1
PET_APPAREL-age_range_description,PET_APPAREL,age_range_description,25,1,1,1,1,1,0,0,0,1,1
PET_APPAREL-neck.neck_style,PET_APPAREL,neck.neck_style,26,1,1,1,1,1,0,0,0,1,1
PET_APPAREL-closure.type,PET_APPAREL,closure.type,27,1,1,1,1,1,0,0,0,1,1
PET_APPAREL-item_display_dimensions,PET_APPAREL,item_display_dimensions,28,1,1,1,1,1,0,0,0,1,0
PET_APPAREL-style,PET_APPAREL,style,29,1,1,1,1,1,0,0,0,1,1
PET_APPAREL-fabric_type,PET_APPAREL,fabric_type,34,1,1,1,1,1,0,1,1,1,1
PET_APPAREL-eu_spare_part_availability_duration,PET_APPAREL,eu_spare_part_availability_duration,35,1,1,1,1,1,0,0,0,1,0
PET_APPAREL-dog_breed_size,PET_APPAREL,dog_breed_size,38,1,1,1,1,1,0,0,0,1,0
PET_BED_MAT-brand,PET_BED_MAT,brand,1,1,8,8,8,1,0,1,1,1,0
PET_BED_MAT-breed_recommendation,PET_BED_MAT,breed_recommendation,2,1,8,8,8,1,0,0,0,1,0
PET_BED_MAT-special_feature,PET_BED_MAT,special_feature,3,1,8,8,8,1,0,0,0,1,0
PET_BED_MAT-material,PET_BED_MAT,material,4,1,8,8,8,1,0,0,0,1,1
PET_BED_MAT-item_length_width_thickness,PET_BED_MAT,item_length_width_thickness,5,1,8,8,8,1,0,0,0,1,0
PET_BED_MAT-fill_material,PET_BED_MAT,fill_material,6,1,4,4,4,1,0,0,0,1,0
PET_BED_MAT-target_species,PET_BED_MAT,target_species,7,1,4,4,4,1,0,0,0,1,0
PET_BED_MAT-color,PET_BED_MAT,color,8,1,4,4,4,1,0,0,0,1,1
PET_BED_MAT-item_shape,PET_BED_MAT,item_shape,9,1,4,4,4,1,0,0,0,1,0
PET_BED_MAT-pattern,PET_BED_MAT,pattern,10,1,4,4,4,1,0,0,0,1,1
PET_BED_MAT-care_instructions,PET_BED_MAT,care_instructions,11,1,4,4,4,1,0,0,0,1,1
PET_BED_MAT-item_weight,PET_BED_MAT,item_weight,12,1,2,2,2,1,0,1,1,1,1
PET_BED_MAT-size,PET_BED_MAT,size,13,1,2,2,2,1,1,0,1,1,1
PET_BED_MAT-country_of_origin,PET_BED_MAT,country_of_origin,14,1,2,2,2,1,0,1,1,1,0
PET_BED_MAT-customer_package_type,PET_BED_MAT,customer_package_type,16,1,2,2,2,1,0,0,0,1,0
PET_BED_MAT-maximum_weight_recommendation,PET_BED_MAT,maximum_weight_recommendation,17,1,2,2,2,1,0,0,0,1,0
PET_BED_MAT-eu_spare_part_availability_duration,PET_BED_MAT,eu_spare_part_availability_duration,23,1,2,2,2,1,0,0,0,1,0
PET_BED_MAT-recommended_uses_for_product,PET_BED_MAT,recommended_uses_for_product,24,1,1,1,1,1,0,0,0,1,0
PET_BED_MAT-warranty_type,PET_BED_MAT,warranty_type,25,1,1,1,1,1,0,0,0,1,0
PET_BED_MAT-item_form,PET_BED_MAT,item_form,27,1,1,1,1,1,0,0,0,1,0
PET_BED_MAT-dog_breed_size,PET_BED_MAT,dog_breed_size,28,1,1,1,1,1,0,0,0,1,0
PET_BED_MAT-cover.material,PET_BED_MAT,cover.material,29,1,1,1,1,1,0,0,0,1,0
PET_BED_MAT-frame.material,PET_BED_MAT,frame.material,30,1,1,1,1,1,0,0,0,1,0
PET_DOOR-size,PET_DOOR,size,1,1,8,8,8,1,1,0,1,0,0
PET_DOOR-brand,PET_DOOR,brand,2,1,8,8,8,1,0,1,1,0,0
PET_DOOR-color,PET_DOOR,color,3,1,8,8,8,1,0,0,0,0,0
PET_DOOR-material,PET_DOOR,material,4,1,4,4,4,1,0,0,0,0,0
PET_DOOR-target_audience,PET_DOOR,target_audience,5,1,4,4,4,1,0,0,0,0,0
PET_DOOR-closure.type,PET_DOOR,closure.type,6,1,4,4,4,1,0,0,0,0,0
PET_DOOR-item_width_height_thickness,PET_DOOR,item_width_height_thickness,7,1,4,4,4,1,0,0,0,0,0
PET_DOOR-maximum_compatible_thickness,PET_DOOR,maximum_compatible_thickness,8,1,4,4,4,1,0,0,0,0,0
PET_DOOR-minimum_compatible_thickness,PET_DOOR,minimum_compatible_thickness,9,1,4,4,4,1,0,0,0,0,0
PET_DOOR-weight_capacity.maximum,PET_DOOR,weight_capacity.maximum,10,1,4,4,4,1,0,0,0,0,0
PET_DOOR-frame.material,PET_DOOR,frame.material,11,1,2,2,2,1,0,0,0,0,0
PET_DOOR-dog_breed_size,PET_DOOR,dog_breed_size,15,1,1,1,1,1,0,0,0,0,0
PET_DOOR-eu_spare_part_availability_duration,PET_DOOR,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,0,0
PET_FEEDER-material,PET_FEEDER,material,1,1,8,8,8,1,0,0,0,1,1
PET_FEEDER-target_species,PET_FEEDER,target_species,2,1,8,8,8,1,0,0,0,1,0
PET_FEEDER-brand,PET_FEEDER,brand,3,1,8,8,8,1,0,1,1,1,0
PET_FEEDER-recommended_uses_for_product,PET_FEEDER,recommended_uses_for_product,4,1,8,8,8,1,0,0,0,1,0
PET_FEEDER-special_feature,PET_FEEDER,special_feature,5,1,8,8,8,1,0,0,0,1,0
PET_FEEDER-breed_recommendation,PET_FEEDER,breed_recommendation,6,1,4,4,4,1,0,0,0,1,0
PET_FEEDER-color,PET_FEEDER,color,7,1,4,4,4,1,0,0,0,1,1
PET_FEEDER-style,PET_FEEDER,style,8,1,4,4,4,1,0,0,0,1,0
PET_FEEDER-capacity,PET_FEEDER,capacity,9,1,4,4,4,1,0,0,0,1,0
PET_FEEDER-age_range_description,PET_FEEDER,age_range_description,10,1,4,4,4,1,0,0,0,1,0
PET_FEEDER-included_components,PET_FEEDER,included_components,11,1,4,4,4,1,0,0,0,1,0
PET_FEEDER-connectivity_technology,PET_FEEDER,connectivity_technology,12,1,2,2,2,1,0,0,0,1,0
PET_FEEDER-power_source_type,PET_FEEDER,power_source_type,13,1,2,2,2,1,0,0,0,1,0
