Helper,product_type,sa_name,Rank,MP,completeness_weight,correctness_weight,normalization_weight,PT Scope,ASCS PT excluded,ASCS All excluded,Excluded,IDQ program PT overlap,IDQ program PT+Attribute overlap
BAKING_MAT-eu_spare_part_availability_duration,BAKING_MAT,eu_spare_part_availability_duration,105,1,2,2,2,1,0,0,0,0,0
BAKING_MAT-manufacture_year,BAKING_MAT,manufacture_year,713122795,1,1,1,1,1,0,0,0,0,0
BAKING_MIX-brand,BAKING_MIX,brand,1,1,8,8,8,1,0,1,1,1,0
BAKING_MIX-flavor,BAKING_MIX,flavor,2,1,8,8,8,1,0,0,0,1,1
BAKING_MIX-diet_type,BAKING_MIX,diet_type,3,1,8,8,8,1,0,1,1,1,0
BAKING_MIX-nutritional_info,BAKING_MIX,nutritional_info,4,1,8,8,8,1,0,0,0,1,0
BAKING_MIX-ingredients,BAKING_MIX,ingredients,5,1,4,4,4,1,0,1,1,1,1
BAKING_MIX-specialty,BAKING_MIX,specialty,7,1,4,4,4,1,0,0,0,1,0
BAKING_MIX-number_of_items,BAKING_MIX,number_of_items,8,1,4,4,4,1,0,0,0,1,0
BAKING_MIX-unit_count,BAKING_MIX,unit_count,9,1,4,4,4,1,0,0,0,1,1
BAKING_MIX-serving_recommendation,BAKING_MIX,serving_recommendation,10,1,4,4,4,1,0,0,0,1,0
BAKING_MIX-allergen_information,BAKING_MIX,allergen_information,11,1,4,4,4,1,0,1,1,1,0
BAKING_MIX-occasion_type,BAKING_MIX,occasion_type,12,1,2,2,2,1,0,0,0,1,0
BAKING_MIX-directions,BAKING_MIX,directions,13,1,2,2,2,1,0,0,0,1,1
BAKING_MIX-item_weight,BAKING_MIX,item_weight,14,1,2,2,2,1,0,1,1,1,1
BAKING_MIX-container.type,BAKING_MIX,container.type,15,1,2,2,2,1,0,0,0,1,0
BAKING_MIX-item_package_dimensions,BAKING_MIX,item_package_dimensions,16,1,1,1,1,1,0,0,0,1,0
BAKING_MIX-item_package_weight,BAKING_MIX,item_package_weight,17,1,1,1,1,1,0,0,0,1,0
BAKING_MIX-region_of_origin,BAKING_MIX,region_of_origin,18,1,1,1,1,1,0,1,1,1,0
BAKING_MIX-baking_mix_variety,BAKING_MIX,baking_mix_variety,23,1,1,1,1,1,0,0,0,1,0
BAKING_PAN-material,BAKING_PAN,material,1,1,8,8,8,1,0,0,0,1,1
BAKING_PAN-brand,BAKING_PAN,brand,2,1,8,8,8,1,0,1,1,1,0
BAKING_PAN-color,BAKING_PAN,color,3,1,8,8,8,1,0,0,0,1,1
BAKING_PAN-item_shape,BAKING_PAN,item_shape,4,1,8,8,8,1,0,0,0,1,1
BAKING_PAN-special_feature,BAKING_PAN,special_feature,5,1,4,4,4,1,0,0,0,1,0
BAKING_PAN-item_depth_width_height,BAKING_PAN,item_depth_width_height,6,1,4,4,4,1,0,0,0,1,0
BAKING_PAN-capacity,BAKING_PAN,capacity,7,1,4,4,4,1,0,0,0,1,0
BAKING_PAN-specific_uses_for_product,BAKING_PAN,specific_uses_for_product,8,1,4,4,4,1,0,0,0,1,0
BAKING_PAN-occasion,BAKING_PAN,occasion,9,1,4,4,4,1,0,0,0,1,0
BAKING_PAN-included_components,BAKING_PAN,included_components,10,1,4,4,4,1,0,0,0,1,0
BAKING_PAN-care_instructions,BAKING_PAN,care_instructions,11,1,2,2,2,1,0,0,0,1,0
BAKING_PAN-number_of_pieces,BAKING_PAN,number_of_pieces,12,1,2,2,2,1,0,0,0,1,0
BAKING_PAN-item_weight,BAKING_PAN,item_weight,13,1,2,2,2,1,0,1,1,1,0
BAKING_PAN-country_of_origin,BAKING_PAN,country_of_origin,14,1,2,2,2,1,0,1,1,1,0
BAKING_PAN-is_oven_safe,BAKING_PAN,is_oven_safe,15,1,1,1,1,1,0,0,0,1,0
BAKING_PAN-upper_temperature_rating,BAKING_PAN,upper_temperature_rating,17,1,1,1,1,1,0,0,0,1,0
BAKING_PAN-is_dishwasher_safe,BAKING_PAN,is_dishwasher_safe,18,1,1,1,1,1,0,0,0,1,0
BAKING_PAN-eu_spare_part_availability_duration,BAKING_PAN,eu_spare_part_availability_duration,23,1,1,1,1,1,0,0,0,1,0
BAKING_PAN-manufacture_year,BAKING_PAN,manufacture_year,519110987,1,1,1,1,1,0,0,0,1,0
BAKING_PAPER-brand,BAKING_PAPER,brand,1,1,8,8,8,1,0,1,1,1,0
BAKING_PAPER-material,BAKING_PAPER,material,2,1,8,8,8,1,0,0,0,1,1
BAKING_PAPER-item_form,BAKING_PAPER,item_form,3,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-sheet_count,BAKING_PAPER,sheet_count,4,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-paper_size,BAKING_PAPER,paper_size,5,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-unit_count,BAKING_PAPER,unit_count,9,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-color,BAKING_PAPER,color,10,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-eu_spare_part_availability_duration,BAKING_PAPER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-number_of_items,BAKING_PAPER,number_of_items,106,1,4,4,4,1,0,0,0,1,0
BAKING_PAPER-manufacture_year,BAKING_PAPER,manufacture_year,771115574,1,4,4,4,1,0,0,0,1,0
BAKING_STONE-brand,BAKING_STONE,brand,1,1,8,8,8,1,0,1,1,0,0
BAKING_STONE-material,BAKING_STONE,material,2,1,8,8,8,1,0,0,0,0,0
BAKING_STONE-color,BAKING_STONE,color,3,1,4,4,4,1,0,0,0,0,0
BAKING_STONE-item_shape,BAKING_STONE,item_shape,4,1,4,4,4,1,0,0,0,0,0
BAKING_STONE-care_instructions,BAKING_STONE,care_instructions,5,1,4,4,4,1,0,0,0,0,0
BAKING_STONE-maximum_temperature,BAKING_STONE,maximum_temperature,6,1,4,4,4,1,0,0,0,0,0
BAKING_STONE-item_length_width_thickness,BAKING_STONE,item_length_width_thickness,9,1,4,4,4,1,0,0,0,0,0
BAKING_STONE-eu_spare_part_availability_duration,BAKING_STONE,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
BAKING_STONE-manufacture_year,BAKING_STONE,manufacture_year,806678886,1,4,4,4,1,0,0,0,0,0
BALANCE_BOARD-brand,BALANCE_BOARD,brand,1,1,8,8,8,1,0,1,1,0,0
BALANCE_BOARD-color,BALANCE_BOARD,color,2,1,8,8,8,1,0,0,0,0,0
BALANCE_BOARD-item_weight,BALANCE_BOARD,item_weight,3,1,4,4,4,1,0,1,1,0,0
BALANCE_BOARD-material,BALANCE_BOARD,material,4,1,4,4,4,1,0,0,0,0,0
BALANCE_BOARD-item_length_width_height,BALANCE_BOARD,item_length_width_height,5,1,4,4,4,1,0,0,0,0,0
BALANCE_BOARD-maximum_weight_recommendation,BALANCE_BOARD,maximum_weight_recommendation,6,1,4,4,4,1,0,0,0,0,0
BALANCE_BOARD-age_range_description,BALANCE_BOARD,age_range_description,7,1,4,4,4,1,0,0,0,0,0
BALANCE_BOARD-eu_spare_part_availability_duration,BALANCE_BOARD,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
BALLOON-occasion_type,BALLOON,occasion_type,1,1,8,8,8,1,0,0,0,1,1
BALLOON-color,BALLOON,color,2,1,8,8,8,1,0,0,0,1,0
BALLOON-included_components,BALLOON,included_components,3,1,8,8,8,1,0,0,0,1,0
BALLOON-subject_character,BALLOON,subject_character,4,1,4,4,4,1,0,0,0,1,0
BALLOON-theme,BALLOON,theme,5,1,4,4,4,1,0,0,0,1,1
BALLOON-material,BALLOON,material,6,1,4,4,4,1,0,0,0,1,1
BALLOON-unit_count,BALLOON,unit_count,7,1,4,4,4,1,0,0,0,1,0
BALLOON-item_dimensions,BALLOON,item_dimensions,8,1,4,4,4,1,0,0,0,1,0
BALLOON-numeric_theme,BALLOON,numeric_theme,9,1,4,4,4,1,0,0,0,1,0
BALLOON-size,BALLOON,size,10,1,4,4,4,1,1,0,1,1,0
BALLOON-brand,BALLOON,brand,11,1,2,2,2,1,0,1,1,1,0
BALLOON-cpsia_cautionary_statement,BALLOON,cpsia_cautionary_statement,12,1,2,2,2,1,1,1,1,1,0
BALLOON-target_gender,BALLOON,target_gender,14,1,1,1,1,1,0,0,0,1,0
BALLOON-special_feature,BALLOON,special_feature,15,1,1,1,1,1,0,0,0,1,0
BALLOON-item_shape,BALLOON,item_shape,16,1,1,1,1,1,0,0,0,1,0
BANNER-theme,BANNER,theme,1,1,8,8,8,1,0,0,0,1,0
BANNER-color,BANNER,color,2,1,8,8,8,1,0,0,0,1,1
BANNER-brand,BANNER,brand,3,1,8,8,8,1,0,1,1,1,0
BANNER-recommended_uses_for_product,BANNER,recommended_uses_for_product,4,1,8,8,8,1,0,0,0,1,0
BANNER-occasion_type,BANNER,occasion_type,5,1,8,8,8,1,0,0,0,1,1
BANNER-material,BANNER,material,6,1,4,4,4,1,0,0,0,1,0
BANNER-special_feature,BANNER,special_feature,7,1,4,4,4,1,0,0,0,1,0
BANNER-subject_character,BANNER,subject_character,8,1,4,4,4,1,0,0,0,1,0
BANNER-team_name,BANNER,team_name,9,1,4,4,4,1,0,0,0,1,0
BANNER-specific_uses_for_product,BANNER,specific_uses_for_product,11,1,4,4,4,1,0,0,0,1,0
BANNER-item_length_width,BANNER,item_length_width,12,1,4,4,4,1,0,0,0,1,0
BANNER-country_of_origin,BANNER,country_of_origin,13,1,2,2,2,1,0,1,1,1,0
BANNER-fabric_type,BANNER,fabric_type,14,1,2,2,2,1,0,1,1,1,0
BANNER-care_instructions,BANNER,care_instructions,15,1,2,2,2,1,0,0,0,1,0
BANNER-target_audience,BANNER,target_audience,20,1,2,2,2,1,0,0,0,1,0
BANNER-included_components,BANNER,included_components,21,1,2,2,2,1,0,0,0,1,0
BANNER-pattern,BANNER,pattern,22,1,2,2,2,1,0,0,0,1,0
BANNER-number_of_sets,BANNER,number_of_sets,23,1,1,1,1,1,0,0,0,1,0
BANNER-league_name,BANNER,league_name,24,1,1,1,1,1,0,0,0,1,0
BANNER-mounting_type,BANNER,mounting_type,25,1,1,1,1,1,0,0,0,1,0
BANNER-pre_printed_text,BANNER,pre_printed_text,26,1,1,1,1,1,0,0,0,1,0
BANNER-item_shape,BANNER,item_shape,27,1,1,1,1,1,0,0,0,1,0
BANNER-banner_type,BANNER,banner_type,29,1,1,1,1,1,0,0,0,1,0
BAR_CODE_READER-compatible_devices,BAR_CODE_READER,compatible_devices,1,1,8,8,8,1,0,0,0,0,0
BAR_CODE_READER-power_source_type,BAR_CODE_READER,power_source_type,2,1,8,8,8,1,0,0,0,0,0
BAR_CODE_READER-brand,BAR_CODE_READER,brand,3,1,8,8,8,1,0,1,1,0,0
BAR_CODE_READER-connectivity_technology,BAR_CODE_READER,connectivity_technology,4,1,4,4,4,1,0,0,0,0,0
BAR_CODE_READER-num_batteries,BAR_CODE_READER,num_batteries,5,1,4,4,4,1,0,1,1,0,0
BAR_CODE_READER-scan_rate,BAR_CODE_READER,scan_rate,6,1,4,4,4,1,0,0,0,0,0
BAR_CODE_READER-item_depth_width_height,BAR_CODE_READER,item_depth_width_height,7,1,4,4,4,1,0,0,0,0,0
BAR_CODE_READER-maximum_storage_temperature,BAR_CODE_READER,maximum_storage_temperature,9,1,4,4,4,1,0,0,0,0,0
BAR_CODE_READER-minimum_storage_temperature,BAR_CODE_READER,minimum_storage_temperature,10,1,4,4,4,1,0,0,0,0,0
BAR_CODE_READER-operating_voltage,BAR_CODE_READER,operating_voltage,11,1,4,4,4,1,0,0,0,0,0
BAR_CODE_READER-specification_met,BAR_CODE_READER,specification_met,12,1,2,2,2,1,0,0,0,0,0
BAR_CODE_READER-real_angle_of_view,BAR_CODE_READER,real_angle_of_view,14,1,1,1,1,1,0,0,0,0,0
BAR_CODE_READER-eu_spare_part_availability_duration,BAR_CODE_READER,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,0,0
BAR_TOOL_SET-material,BAR_TOOL_SET,material,1,1,8,8,8,1,0,0,0,0,0
BAR_TOOL_SET-brand,BAR_TOOL_SET,brand,2,1,8,8,8,1,0,1,1,0,0
BAR_TOOL_SET-color,BAR_TOOL_SET,color,3,1,4,4,4,1,0,0,0,0,0
BAR_TOOL_SET-item_dimensions,BAR_TOOL_SET,item_dimensions,4,1,4,4,4,1,0,0,0,0,0
BAR_TOOL_SET-included_components,BAR_TOOL_SET,included_components,5,1,4,4,4,1,0,0,0,0,0
BAR_TOOL_SET-number_of_pieces,BAR_TOOL_SET,number_of_pieces,6,1,4,4,4,1,0,0,0,0,0
BAR_TOOL_SET-item_volume,BAR_TOOL_SET,item_volume,7,1,4,4,4,1,0,0,0,0,0
BAR_TOOL_SET-eu_spare_part_availability_duration,BAR_TOOL_SET,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
BARBECUE_GRILL-brand,BARBECUE_GRILL,brand,1,1,8,8,8,1,0,1,1,1,0
BARBECUE_GRILL-item_depth_width_height,BARBECUE_GRILL,item_depth_width_height,2,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-special_feature,BARBECUE_GRILL,special_feature,3,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-color,BARBECUE_GRILL,color,4,1,8,8,8,1,0,0,0,1,1
BARBECUE_GRILL-fuel_type,BARBECUE_GRILL,fuel_type,5,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-recommended_uses_for_product,BARBECUE_GRILL,recommended_uses_for_product,6,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-finish_type,BARBECUE_GRILL,finish_type,7,1,8,8,8,1,0,0,0,1,1
BARBECUE_GRILL-item_dimensions,BARBECUE_GRILL,item_dimensions,8,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-included_components,BARBECUE_GRILL,included_components,9,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-is_assembly_required,BARBECUE_GRILL,is_assembly_required,10,1,8,8,8,1,0,0,0,1,1
BARBECUE_GRILL-material,BARBECUE_GRILL,material,11,1,8,8,8,1,0,0,0,1,1
BARBECUE_GRILL-handle.material,BARBECUE_GRILL,handle.material,12,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-item_weight,BARBECUE_GRILL,item_weight,13,1,8,8,8,1,0,1,1,1,0
BARBECUE_GRILL-heating_power,BARBECUE_GRILL,heating_power,14,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-model_name,BARBECUE_GRILL,model_name,15,1,8,8,8,1,0,0,0,1,0
BARBECUE_GRILL-model_number,BARBECUE_GRILL,model_number,16,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-frame.material,BARBECUE_GRILL,frame.material,17,1,4,4,4,1,0,0,0,1,1
BARBECUE_GRILL-installation_type,BARBECUE_GRILL,installation_type,18,1,4,4,4,1,0,0,0,1,1
BARBECUE_GRILL-voltage,BARBECUE_GRILL,voltage,22,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-wattage,BARBECUE_GRILL,wattage,23,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-eu_spare_part_availability_duration,BARBECUE_GRILL,eu_spare_part_availability_duration,25,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-side_burner_count,BARBECUE_GRILL,side_burner_count,26,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-main_burner_count,BARBECUE_GRILL,main_burner_count,27,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-cooking_surface_area,BARBECUE_GRILL,cooking_surface_area,28,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-series_number,BARBECUE_GRILL,series_number,29,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-number_of_racks,BARBECUE_GRILL,number_of_racks,30,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-number_of_power_levels,BARBECUE_GRILL,number_of_power_levels,31,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-number_of_heating_elements,BARBECUE_GRILL,number_of_heating_elements,32,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-ash_bin,BARBECUE_GRILL,ash_bin,33,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-charcoal_fuel_door,BARBECUE_GRILL,charcoal_fuel_door,34,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-cabinet_storage,BARBECUE_GRILL,cabinet_storage,35,1,4,4,4,1,0,0,0,1,0
BARBECUE_GRILL-ash_catcher,BARBECUE_GRILL,ash_catcher,36,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-cleanup_tools_included,BARBECUE_GRILL,cleanup_tools_included,37,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_backlit_knobs,BARBECUE_GRILL,has_backlit_knobs,38,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-front_utility_shelf,BARBECUE_GRILL,front_utility_shelf,39,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-quick_start_ignition,BARBECUE_GRILL,quick_start_ignition,40,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_prep_space,BARBECUE_GRILL,has_prep_space,41,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-propane_tank_included,BARBECUE_GRILL,propane_tank_included,42,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-foldable_side_shelves,BARBECUE_GRILL,foldable_side_shelves,43,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_tool_hooks,BARBECUE_GRILL,has_tool_hooks,44,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_lid_thermometer,BARBECUE_GRILL,has_lid_thermometer,45,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_flavorizer_bars,BARBECUE_GRILL,has_flavorizer_bars,46,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_cart,BARBECUE_GRILL,has_cart,47,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_infrared_burner,BARBECUE_GRILL,has_infrared_burner,48,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-cooking_zone_adjustment,BARBECUE_GRILL,cooking_zone_adjustment,49,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-has_warming_rack,BARBECUE_GRILL,has_warming_rack,50,1,2,2,2,1,0,0,0,1,0
BARBECUE_GRILL-cooking_zone_divider,BARBECUE_GRILL,cooking_zone_divider,51,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-is_smart_grill,BARBECUE_GRILL,is_smart_grill,52,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_sear_zone,BARBECUE_GRILL,has_sear_zone,53,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_fuel_window,BARBECUE_GRILL,has_fuel_window,54,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-temperature_monitoring,BARBECUE_GRILL,temperature_monitoring,55,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_vented_hood,BARBECUE_GRILL,has_vented_hood,56,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-season_ready,BARBECUE_GRILL,season_ready,57,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-is_weather_resistant,BARBECUE_GRILL,is_weather_resistant,58,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_removable_cooking_grates,BARBECUE_GRILL,has_removable_cooking_grates,21360403,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-secondary_rack_type,BARBECUE_GRILL,secondary_rack_type,84746852,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_charcoal_access_door,BARBECUE_GRILL,has_charcoal_access_door,153841215,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-cookbox_material,BARBECUE_GRILL,cookbox_material,466397022,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-ash_removal_system,BARBECUE_GRILL,ash_removal_system,619496571,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_rotisserie,BARBECUE_GRILL,has_rotisserie,711581943,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-probe_type,BARBECUE_GRILL,probe_type,812810924,1,1,1,1,1,0,0,0,1,0
BARBECUE_GRILL-has_prep_table_extension,BARBECUE_GRILL,has_prep_table_extension,948936534,1,1,1,1,1,0,0,0,1,0
BARBECUE_TOOL_SET-brand,BARBECUE_TOOL_SET,brand,1,1,8,8,8,1,0,1,1,0,0
BARBECUE_TOOL_SET-material,BARBECUE_TOOL_SET,material,2,1,8,8,8,1,0,0,0,0,0
BARBECUE_TOOL_SET-item_dimensions,BARBECUE_TOOL_SET,item_dimensions,3,1,4,4,4,1,0,0,0,0,0
BARBECUE_TOOL_SET-item_weight,BARBECUE_TOOL_SET,item_weight,4,1,4,4,4,1,0,1,1,0,0
BARBECUE_TOOL_SET-handle.material,BARBECUE_TOOL_SET,handle.material,5,1,4,4,4,1,0,0,0,0,0
BARBECUE_TOOL_SET-included_components,BARBECUE_TOOL_SET,included_components,6,1,4,4,4,1,0,0,0,0,0
BARBECUE_TOOL_SET-is_dishwasher_safe,BARBECUE_TOOL_SET,is_dishwasher_safe,7,1,4,4,4,1,0,0,0,0,0
BARBECUE_TOOL_SET-number_of_pieces,BARBECUE_TOOL_SET,number_of_pieces,8,1,4,4,4,1,0,0,0,0,0
BARBECUE_TOOL_SET-safety_warning,BARBECUE_TOOL_SET,safety_warning,9,1,4,4,4,1,0,0,0,0,0
BARBECUE_TOOL_SET-eu_spare_part_availability_duration,BARBECUE_TOOL_SET,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
BARBELL-material,BARBELL,material,1,1,8,8,8,1,0,0,0,1,1
BARBELL-brand,BARBELL,brand,2,1,8,8,8,1,0,1,1,1,0
BARBELL-item_weight,BARBELL,item_weight,3,1,8,8,8,1,0,1,1,1,0
BARBELL-grip.type,BARBELL,grip.type,4,1,4,4,4,1,0,0,0,1,1
BARBELL-item_length_width,BARBELL,item_length_width,5,1,4,4,4,1,0,0,0,1,0
BARBELL-mounting_hole_diameter,BARBELL,mounting_hole_diameter,6,1,4,4,4,1,0,0,0,1,0
BARBELL-shaft.diameter,BARBELL,shaft.diameter,7,1,4,4,4,1,0,0,0,1,0
BARBELL-shaft.length,BARBELL,shaft.length,8,1,4,4,4,1,0,0,0,1,0
BARBELL-grip.size,BARBELL,grip.size,9,1,4,4,4,1,0,0,0,1,1
BARBELL-weight_capacity.maximum,BARBELL,weight_capacity.maximum,10,1,4,4,4,1,0,0,0,1,1
BARBELL-finish_type,BARBELL,finish_type,11,1,2,2,2,1,0,0,0,1,1
BARBELL-sleeve.length,BARBELL,sleeve.length,12,1,1,1,1,1,0,0,0,1,0
BARBELL-eu_spare_part_availability_duration,BARBELL,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
BASE_LAYER_APPAREL_SET-size,BASE_LAYER_APPAREL_SET,size,1,1,8,8,8,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-brand,BASE_LAYER_APPAREL_SET,brand,2,1,8,8,8,1,0,1,1,0,0
BASE_LAYER_APPAREL_SET-color,BASE_LAYER_APPAREL_SET,color,3,1,8,8,8,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-material,BASE_LAYER_APPAREL_SET,material,4,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-closure.type,BASE_LAYER_APPAREL_SET,closure.type,5,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-fit_type,BASE_LAYER_APPAREL_SET,fit_type,6,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-sleeve.type,BASE_LAYER_APPAREL_SET,sleeve.type,7,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-neck.neck_style,BASE_LAYER_APPAREL_SET,neck.neck_style,8,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-pattern,BASE_LAYER_APPAREL_SET,pattern,9,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-collection,BASE_LAYER_APPAREL_SET,collection,10,1,4,4,4,1,0,0,0,0,0
BASE_LAYER_APPAREL_SET-fabric_type,BASE_LAYER_APPAREL_SET,fabric_type,11,1,2,2,2,1,0,1,1,0,0
BASE_LAYER_APPAREL_SET-target_gender,BASE_LAYER_APPAREL_SET,target_gender,12,1,1,1,1,1,0,0,0,0,0
BASKET-material,BASKET,material,1,1,8,8,8,1,0,0,0,1,1
BASKET-color,BASKET,color,2,1,8,8,8,1,0,0,0,1,0
BASKET-brand,BASKET,brand,3,1,8,8,8,1,0,1,1,1,0
BASKET-item_shape,BASKET,item_shape,4,1,8,8,8,1,0,0,0,1,1
BASKET-item_depth_width_height,BASKET,item_depth_width_height,5,1,4,4,4,1,0,0,0,1,0
BASKET-style,BASKET,style,6,1,4,4,4,1,0,0,0,1,0
BASKET-room_type,BASKET,room_type,7,1,4,4,4,1,0,0,0,1,0
BASKET-recommended_uses_for_product,BASKET,recommended_uses_for_product,8,1,4,4,4,1,0,0,0,1,0
BASKET-number_of_pieces,BASKET,number_of_pieces,9,1,4,4,4,1,0,0,0,1,0
BASKET-finish_type,BASKET,finish_type,10,1,4,4,4,1,0,0,0,1,0
BASKET-country_of_origin,BASKET,country_of_origin,11,1,2,2,2,1,0,1,1,1,0
BASKET-item_weight,BASKET,item_weight,12,1,2,2,2,1,0,1,1,1,0
BASKET-has_lid,BASKET,has_lid,14,1,2,2,2,1,0,0,0,1,0
BASKET-handle.material,BASKET,handle.material,15,1,1,1,1,1,0,0,0,1,0
BASKET-closure.type,BASKET,closure.type,16,1,1,1,1,1,0,0,0,1,0
BASKET-eu_spare_part_availability_duration,BASKET,eu_spare_part_availability_duration,21,1,1,1,1,1,0,0,0,1,0
BASKET-special_feature,BASKET,special_feature,22,1,1,1,1,1,0,0,0,1,0
BASKETBALL_HOOP-brand,BASKETBALL_HOOP,brand,1,1,8,8,8,1,0,1,1,0,0
BASKETBALL_HOOP-material,BASKETBALL_HOOP,material,2,1,8,8,8,1,0,0,0,0,0
BASKETBALL_HOOP-color,BASKETBALL_HOOP,color,3,1,8,8,8,1,0,0,0,0,0
BASKETBALL_HOOP-item_depth_width_height,BASKETBALL_HOOP,item_depth_width_height,4,1,8,8,8,1,0,0,0,0,0
BASKETBALL_HOOP-item_weight,BASKETBALL_HOOP,item_weight,5,1,8,8,8,1,0,1,1,0,0
BASKETBALL_HOOP-indoor_outdoor_usage,BASKETBALL_HOOP,indoor_outdoor_usage,6,1,4,4,4,1,0,0,0,0,0
BASKETBALL_HOOP-special_feature,BASKETBALL_HOOP,special_feature,7,1,4,4,4,1,0,0,0,0,0
BASKETBALL_HOOP-mounting_type,BASKETBALL_HOOP,mounting_type,8,1,4,4,4,1,0,0,0,0,0
BASKETBALL_HOOP-target_audience,BASKETBALL_HOOP,target_audience,9,1,4,4,4,1,0,0,0,0,0
BASKETBALL_HOOP-room_type,BASKETBALL_HOOP,room_type,10,1,4,4,4,1,0,0,0,0,0
BASKETBALL_HOOP-model_name,BASKETBALL_HOOP,model_name,11,1,2,2,2,1,0,0,0,0,0
BASKETBALL_HOOP-team_name,BASKETBALL_HOOP,team_name,12,1,2,2,2,1,0,0,0,0,0
BASKETBALL_HOOP-league_name,BASKETBALL_HOOP,league_name,13,1,2,2,2,1,0,0,0,0,0
BASKETBALL_HOOP-country_of_origin,BASKETBALL_HOOP,country_of_origin,14,1,2,2,2,1,0,1,1,0,0
BASKETBALL_HOOP-included_components,BASKETBALL_HOOP,included_components,15,1,2,2,2,1,0,0,0,0,0
