product_type,attributes,Stream,cum_weightage,sa_name,completeness_weight,UMP,Seller - Required vs Optional
EDIBLE_OIL_VEGETABLE,product_name,'Customer_Search',0.2,,,,
EDIBLE_OIL_VEGETABLE,special_feature,'FAQ',0.2,special_feature,8,UMP,Optional
ELECTRONIC_CABLE, cable_type,'Customer_Search',0.2,,,,
ELECTRONIC_CABLE, compatible_devices,'Customer_Search',0.2,,,,
ELECTRONIC_CABLE, connector_type,'Customer_Search',0.2,,,,
ELECTRONIC_CABLE, data_transfer_rate,'Customer_Search',0.2,,,,
ELECTRONIC_CABLE,color,'Customer_Search',0.2,color,4,rac,Required
ELECTRONIC_CABLE,compatible_phone_models,'FAQ',0.2,compatible_phone_models,8,UMP,Optional
ELECTRONIC_CABLE,connector_gender,'Refinement',0.2,connector_gender,4,UMP,Required
ELECTRONIC_CABLE,connector_type ,'Refinement',0.2,,,,
ELECTRONIC_CABLE,country_of_origin,'FAQ',0.2,country_of_origin,4,UMP,Required
ELECTRONIC_CABLE,country_of_origin=China,'FAQ',0.2,,,,
ELECTRONIC_CABLE,data_transfer_rate,'FAQ',0.2,data_transfer_rate,4,rac,Optional
ELECTRONIC_CABLE,ethernet_cable_category,'Refinement',0.2,ethernet_cable_category,4,UMP,Optional
ELECTRONIC_CABLE,headphones_jack,'Refinement',0.2,,,,
ELECTRONIC_CABLE,item_shape,'Refinement',0.2,item_shape,4,rac,Required
ELECTRONIC_CABLE,item_weight,'Refinement',0.2,item_weight,2,,
ELECTRONIC_CABLE,manufacturer,'Customer_Search',0.2,,,,
ELECTRONIC_CABLE,maximum_voltage,'Refinement',0.2,maximum_voltage,1,,
EDIBLE_OIL_VEGETABLE, oil_category,'Customer_Search',0.2,,,,
EDIBLE_OIL_VEGETABLE, ingredients,'Customer_Search',0.2,,,,
DRINKING_CUP,style,'Customer_Search',0.2,style,8,UMP,Required
COOKIE,product_name,'Customer_Search',0.2,,,,
CONSUMER_SERVICES_SUBSCRIPTION,subscription,'Customer_Search',0.2,,,,
COOKIE, flavor,'Customer_Search',0.2,,,,
COOKIE, item_form,'Customer_Search',0.2,,,,
COOKIE,category,'Customer_Search',0.2,,,,
COOKIE,diet_type,'FAQ',0.2,diet_type,8,UMP,Optional
COOKIE,flavor,'Customer_Search',0.2,flavor,8,rac,Required
COOKIE,item_form,'Customer_Search',0.2,item_form,4,rac,Required
COOKIE,item_weight,'Customer_Search',0.2,item_weight,4,rac,Required
COOKIE,number_of_items,'FAQ',0.2,number_of_items,8,UMP,Required
COOKIE,number_of_pieces,'FAQ',0.2,number_of_pieces,4,UMP,Optional
COOKIE,product_line,'Customer_Search',0.2,,,,
COOKIE,product_type,'Customer_Search',0.2,,,,
DRINKING_CUP,special_feature,'FAQ',0.2,special_feature,8,rac,Optional
DRINKING_CUP, capacity,'Customer_Search',0.2,,,,
DRINKING_CUP, material,'Customer_Search',0.2,,,,
DRINKING_CUP, specific_uses_for_product,'FAQ',0.2,,,,
DRINKING_CUP, theme,'Customer_Search',0.2,,,,
DRINKING_CUP,included_components,'Refinement',0.2,included_components,4,rac,Required
DRINKING_CUP,item_shape,'Customer_Search',0.2,item_shape,4,rac,Required
DRINKING_CUP,material_type_free,'Refinement',0.2,material_type_free,2,,
DRINKING_CUP,number_of_pieces,'Refinement',0.2,,,,
DRINKING_CUP,pattern_type,'Refinement',0.2,pattern_type,4,UMP,Optional
DRINKING_CUP,product_type,'Customer_Search',0.2,,,,
DRINKING_CUP,program_member,'Refinement',0.2,,,,
CELLULAR_PHONE, model_name,'Customer_Search',0.2,,,,
CELLULAR_PHONE, display_size,'Customer_Search',0.2,,,,
CELLULAR_PHONE, color,'Customer_Search',0.2,,,,
BED_LINEN_SET, thread_count,'Customer_Search',0.2,,,,
BABY_PRODUCT,Category,'Customer_Search',0.2,,,,
BABY_PRODUCT,I,'FAQ',0.2,,,,
BABY_PRODUCT,Product Category,'Customer_Search',0.2,,,,
BABY_PRODUCT,Product Type,'Customer_Search',0.2,,,,
BABY_PRODUCT,age_group,'Customer_Search',0.2,,,,
BABY_PRODUCT,lot,'FAQ',0.2,,,,
BALLOON, item_dimensions,'Customer_Search',0.2,,,,
BALLOON, occasion_type,'Customer_Search',0.2,,,,
BALLOON, size,'Customer_Search',0.2,,,,
BALLOON, theme,'Customer_Search',0.2,,,,
BALLOON, unit_count,'Customer_Search',0.2,,,,
BALLOON,included_components,'Refinement',0.2,included_components,8,UMP,Required
BALLOON,manufacturer_minimum_age,'Refinement',0.2,,,UMP,Required
BALLOON,number_of_items,'Refinement',0.2,,,UMP,Required
BALLOON,occasion_type,'Customer_Search',0.2,occasion_type,8,rac,Required
BALLOON,program_member,'Refinement',0.2,,,,
BALLOON,size,'FAQ',0.2,size,4,rac,Required
BALLOON,special_feature,'Refinement',0.2,special_feature,1,UMP,Optional
BALLOON,theme,'Customer_Search',0.2,theme,4,rac,Optional
BALLOON,unit_count,'FAQ',0.2,unit_count,4,UMP,Optional
BED_LINEN_SET, bed_size,'Customer_Search',0.2,,,,
BED_LINEN_SET, color,'Customer_Search',0.2,,,,
BED_LINEN_SET, material,'Customer_Search',0.2,,,,
BED_LINEN_SET, material_type,'Customer_Search',0.2,,,,
BED_LINEN_SET, size,'Customer_Search',0.2,,,,
BABY_PRODUCT,Baby Care,'Customer_Search',0.2,,,,
BABY_PRODUCT,Age Group,'Customer_Search',0.2,,,,
BABY_PRODUCT, Sub-Category,'Customer_Search',0.2,,,,
ABIS_EBOOKS, Genre,'Customer_Search',0.2,,,,
ABIS_BOOK,author,'Customer_Search',0.2,,,rac,Required
ABIS_BOOK,category,'Customer_Search',0.2,,,,
ABIS_BOOK,edition,'FAQ',0.2,,,UMP,Optional
ABIS_BOOK,format,'Customer_Search',0.2,,,rac,Optional
ABIS_BOOK,genre,'Customer_Search',0.2,,,UMP,Optional
ABIS_BOOK,item_dimensions,'FAQ',0.2,,,UMP,Required
ABIS_BOOK,language,'Customer_Search',0.2,,,rac,Required
ABIS_BOOK,pages,'FAQ',0.2,,,rac,Optional
ABIS_BOOK,series_title,'Customer_Search',0.2,,,UMP,Optional
ABIS_BOOK,subject,'Customer_Search',0.2,,,,
ABIS_BOOK,title,'Customer_Search',0.2,,,,
ABIS_EBOOKS,Author,'Customer_Search',0.2,,,,
BABY_PRODUCT, Material,'Customer_Search',0.2,,,,
ABIS_EBOOKS,Electronics,'Customer_Search',0.2,,,,
ABIS_EBOOKS,Genre,'Customer_Search',0.2,,,,
ABIS_EBOOKS,Language,'Customer_Search',0.2,,,,
ABIS_EBOOKS,Product Type,'Customer_Search',0.2,,,,
ABIS_EBOOKS,Subscription,'Customer_Search',0.2,,,,
ABIS_EBOOKS,author,'Customer_Search',0.2,,,,
ABIS_EBOOKS,credit card,'Customer_Search',0.2,,,,
ABIS_EBOOKS,free,'Customer_Search',0.2,,,,
ABIS_EBOOKS,subscription,'Customer_Search',0.2,,,,
BABY_PRODUCT, Age Group,'Customer_Search',0.2,,,,
BABY_PRODUCT, Gender,'Customer_Search',0.2,,,,
BED_LINEN_SET, style,'Customer_Search',0.2,,,,
BED_LINEN_SET,bed_size,'Customer_Search',0.2,,,,
CELLULAR_PHONE, cellular_technology,'Customer_Search',0.2,,,,
BED_LINEN_SET,care_instructions,'Refinement',0.2,care_instructions,2,rac,Optional
BOOKEND, room,'Customer_Search',0.2,,,,
BOOKEND,10 inch,'FAQ',0.2,,,,
BOOKEND,2,'FAQ',0.2,,,,
BOOKEND,black,'FAQ',0.2,,,,
BOOKEND,color,'FAQ',0.2,color,4,rac,Required
BOOKEND,furniture_type,'Customer_Search',0.2,,,,
BOOKEND,item_type,'Customer_Search',0.2,,,,
BOOKEND,number_of_pieces,'FAQ',0.2,number_of_pieces,4,rac,Optional
BOOKEND,product_type,'Customer_Search',0.2,,,UMP,Required
BOTTLE, bottle_type,'Customer_Search',0.2,,,,
BOTTLE, capacity,'Customer_Search',0.2,,,,
BOTTLE, color,'Customer_Search',0.2,,,,
BOTTLE, material,'Customer_Search',0.2,,,,
BOTTLE, recommended_uses_for_product,'Customer_Search',0.2,,,,
BOTTLE,brand,'Customer_Search',0.2,brand,8,UMP,Required
BOTTLE,item_shape,'Refinement',0.2,item_shape,2,rac,Required
BOTTLE,item_width_height,'FAQ',0.2,item_width_height,4,UMP,Required
BOTTLE,number_of_items,'FAQ',0.2,number_of_items,4,rac,Required
BOTTLE,number_of_pieces,'Refinement',0.2,,,,
BOTTLE,product_type,'Customer_Search',0.2,,,UMP,Required
BOTTLE,program_member,'Refinement',0.2,,,,
BOTTLE,recommended_uses_for_product,'Customer_Search',0.2,recommended_uses_for_product,4,UMP,Optional
BOTTLE,sport_type,'Refinement',0.2,sport_type,1,UMP,Optional
BOTTLE,style,'Refinement',0.2,style,2,UMP,Required
CELLULAR_PHONE, battery_average_life,'FAQ',0.2,,,,
BOOKEND, number_of_pieces,'FAQ',0.2,,,,
BOOKEND, item_use,'Customer_Search',0.2,,,,
BOOKEND, item_usage,'Customer_Search',0.2,,,,
BLANK_BOOK, cover_material,'Customer_Search',0.2,,,,
BED_LINEN_SET,closure_type,'Refinement',0.2,,,,
BED_LINEN_SET,color,'Refinement',0.2,color,8,rac,Required
BED_LINEN_SET,included_components,'Refinement',0.2,included_components,4,UMP,Optional
BED_LINEN_SET,number_of_pieces,'Refinement',0.2,number_of_pieces,8,rac,Optional
BED_LINEN_SET,occasion_type,'Refinement',0.2,occasion_type,4,UMP,Optional
BED_LINEN_SET,pattern,'Refinement',0.2,pattern,8,rac,Required
BED_LINEN_SET,seasons,'Refinement',0.2,seasons,2,rac,Optional
BED_LINEN_SET,sheet_type,'Customer_Search',0.2,,,,
BED_LINEN_SET,special_feature,'Refinement',0.2,special_feature,4,rac,Optional
BED_LINEN_SET,theme,'Refinement',0.2,theme,2,UMP,Optional
BED_LINEN_SET,thread_count,'FAQ',0.2,,,,
BLANK_BOOK, style,'Customer_Search',0.2,,,,
BOOKEND, item_depth_width_height,'Customer_Search',0.2,,,,
BLANK_BOOK, theme,'Customer_Search',0.2,,,,
BLANK_BOOK,color,'Refinement',0.2,color,8,UMP,Required
BLANK_BOOK,item_length_width_height_width,'Refinement',0.2,,,,
BLANK_BOOK,item_length_width_length,'Refinement',0.2,,,,
BLANK_BOOK,item_length_width_thickness,'Customer_Search',0.2,item_length_width_thickness,4,UMP,Required
BLANK_BOOK,item_length_width_width,'Refinement',0.2,,,,
BLANK_BOOK,notebook_type,'Customer_Search',0.2,,,,
BLANK_BOOK,program_member,'Refinement',0.2,,,,
BLANK_BOOK,special_feature,'Refinement',0.2,special_feature,4,UMP,Optional
BLANK_BOOK,theme,'Customer_Search',0.2,theme,8,UMP,Optional
BOOKEND, color,'FAQ',0.2,,,,
ELECTRONIC_CABLE,outer_material,'Refinement',0.2,,,,
ELECTRONIC_CABLE,special_feature,'FAQ',0.2,special_feature,8,UMP,Optional
NUT_AND_SEED,allergen_information,'FAQ',0.2,allergen_information,8,UMP,Optional
INSECT_REPELLENT,product_type,'Customer_Search',0.2,,,,
INSECT_REPELLENT,scent,'Customer_Search',0.2,scent,4,rac,Required
INSTALLATION_SERVICES,AC Servicing,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,Brand,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,Capacity,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,Cooling Capacity,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,Energy Efficiency,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,Material,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,Service Type,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,ac,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,capacity,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,service,'Customer_Search',0.2,,,,
INSTALLATION_SERVICES,window ac,'Customer_Search',0.2,,,,
LAUNDRY_DETERGENT, specific_uses_for_product,'FAQ',0.2,,,,
LAUNDRY_DETERGENT,allergen_information,'FAQ',0.2,allergen_information,4,UMP,Optional
LAUNDRY_DETERGENT,detergent_type,'Customer_Search',0.2,,,,
LAUNDRY_DETERGENT,item_form,'Customer_Search',0.2,item_form,8,rac,Required
LAUNDRY_DETERGENT,product_line,'Customer_Search',0.2,,,,
LAUNDRY_DETERGENT,product_type,'Customer_Search',0.2,,,,
LAUNDRY_DETERGENT,scent,'FAQ',0.2,scent,8,rac,Required
LAUNDRY_DETERGENT,specific_uses_for_product,'FAQ',0.2,specific_uses_for_product,4,rac,Optional
LIGHT_BULB, bulb_base,'Customer_Search',0.2,,,,
LIGHT_BULB, bulb_shape_size,'Customer_Search',0.2,,,,
LIGHT_BULB, light_type,'Customer_Search',0.2,,,,
LIGHT_BULB, power_source_type,'Customer_Search',0.2,,,,
LIGHT_BULB, wattage,'Customer_Search',0.2,,,,
INSECT_REPELLENT,safety_warning,'FAQ',0.2,safety_warning,4,UMP,Optional
INSECT_REPELLENT,item_volume,'Customer_Search',0.2,item_volume,4,rac,Optional
FOOD_STORAGE_CONTAINER, container_shape,'Customer_Search',0.2,,,,
INSECT_REPELLENT,item_form,'Customer_Search',0.2,item_form,4,rac,Required
HEALTH_PERSONAL_CARE,personal care,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,physiotherapy,'Customer_Search',0.2,,,,
HERB, specialty,'Customer_Search',0.2,,,,
HERB,diet_type,'FAQ',0.2,diet_type,8,UMP,Optional
HERB,ingredient,'Customer_Search',0.2,,,,
HERB,produce_type,'Customer_Search',0.2,,,,
HERB,spice,'Customer_Search',0.2,,,,
HERB,spice_form,'Customer_Search',0.2,,,,
HERB,spice_type,'Customer_Search',0.2,,,,
HERB,unit_count,'FAQ',0.2,unit_count,8,mac,Required
INCONTINENCE_PROTECTOR, age_group,'Customer_Search',0.2,,,,
INCONTINENCE_PROTECTOR, age_range_description,'Customer_Search',0.2,,,,
INCONTINENCE_PROTECTOR, incontinence_protector_type,'FAQ',0.2,,,,
INCONTINENCE_PROTECTOR, size,'FAQ',0.2,,,,
INCONTINENCE_PROTECTOR, target_gender,'Customer_Search',0.2,,,,
INCONTINENCE_PROTECTOR,diaper_size,'Customer_Search',0.2,,,,
INCONTINENCE_PROTECTOR,diaper_type,'Customer_Search',0.2,,,,
INCONTINENCE_PROTECTOR,material_type_free,'Refinement',0.2,material_type_free,4,rac,Optional
INCONTINENCE_PROTECTOR,program_member,'Refinement',0.2,,,,
INSECT_REPELLENT, item_form,'Customer_Search',0.2,,,,
INSECT_REPELLENT, number_of_items,'Customer_Search',0.2,,,,
INSECT_REPELLENT, product_type,'Customer_Search',0.2,,,,
INSECT_REPELLENT, target_pest,'Customer_Search',0.2,,,,
INSECT_REPELLENT,brand,'Customer_Search',0.2,brand,8,UMP,Required
INSECT_REPELLENT,ingredients,'FAQ',0.2,ingredients,4,rac,Optional
LIGHT_BULB,brand,'Customer_Search',0.2,brand,8,UMP,Required
LIGHT_BULB,cap_type,'Refinement',0.2,,,,
LIGHT_BULB,connectivity_protocol,'Refinement',0.2,connectivity_protocol,2,,
LIGHT_BULB,connectivity_technology,'FAQ',0.2,connectivity_technology,4,UMP,Optional
NON_RIDING_TOY_VEHICLE, toy_vehicle_form,'Customer_Search',0.2,,,,
NON_RIDING_TOY_VEHICLE,batteries_included,'FAQ',0.2,batteries_included,4,UMP,Required
NON_RIDING_TOY_VEHICLE,control_method,'Refinement',0.2,,,,
NON_RIDING_TOY_VEHICLE,material,'FAQ',0.2,material,8,rac,Required
NON_RIDING_TOY_VEHICLE,maximum_range,'Refinement',0.2,,,,
NON_RIDING_TOY_VEHICLE,model_name,'Customer_Search',0.2,model_name,4,UMP,Required
NON_RIDING_TOY_VEHICLE,program_member,'Refinement',0.2,,,,
NON_RIDING_TOY_VEHICLE,remote_control_type,'Customer_Search',0.2,,,,
NON_RIDING_TOY_VEHICLE,scale_name,'Refinement',0.2,scale_name,4,UMP,Optional
NON_RIDING_TOY_VEHICLE,subject_character,'Customer_Search',0.2,subject_character,8,UMP,Optional
NON_RIDING_TOY_VEHICLE,toy_vehicle_type,'Customer_Search',0.2,,,,
NUTRITIONAL_SUPPLEMENT, primary_supplement_type,'Customer_Search',0.2,,,,
NUTRITIONAL_SUPPLEMENT, target_gender,'Customer_Search',0.2,,,,
NUTRITIONAL_SUPPLEMENT,brand,'Customer_Search',0.2,brand,8,UMP,Required
NUTRITIONAL_SUPPLEMENT,diet_type,'FAQ',0.2,diet_type,4,UMP,Optional
NUTRITIONAL_SUPPLEMENT,item_form,'Customer_Search',0.2,item_form,8,rac,Required
NUTRITIONAL_SUPPLEMENT,item_weight,'Customer_Search',0.2,item_weight,8,rac,Required
NUTRITIONAL_SUPPLEMENT,primary_supplement_type,'Customer_Search',0.2,primary_supplement_type,8,UMP,Optional
NUTRITIONAL_SUPPLEMENT,product_benefit,'Customer_Search',0.2,product_benefit,4,UMP,Optional
NUTRITIONAL_SUPPLEMENT,product_type,'Customer_Search',0.2,,,,
NUTRITIONAL_SUPPLEMENT,serving_recommendation,'FAQ',0.2,serving_recommendation,4,UMP,Optional
NUTRITIONAL_SUPPLEMENT,special_ingredients,'Customer_Search',0.2,special_ingredients,4,UMP,Optional
NUTRITIONAL_SUPPLEMENT,supplement_type,'Customer_Search',0.2,,,,
NUTRITIONAL_SUPPLEMENT,target_audience,'Customer_Search',0.2,,,,
NUT_AND_SEED, item_weight,'Customer_Search',0.2,,,,
NON_RIDING_TOY_VEHICLE, subject_character,'Customer_Search',0.2,,,,
NON_RIDING_TOY_VEHICLE, age_range_description,'Customer_Search',0.2,,,,
MOBILE_APPLICATION,samsung m32,'FAQ',0.2,,,,
MASSAGER, target_use_body_part,'Customer_Search',0.2,,,,
LIGHT_BULB,controller_type,'Refinement',0.2,controller_type,4,UMP,Optional
LIGHT_BULB,incandescent_equivalent_wattage,'Customer_Search',0.2,incandescent_equivalent_wattage,8,UMP,Required
LIGHT_BULB,indoor_outdoor_usage,'FAQ',0.2,indoor_outdoor_usage,4,UMP,Optional
LIGHT_BULB,item_width_height_height,'Refinement',0.2,,,,
LIGHT_BULB,item_width_height_width,'Refinement',0.2,,,,
ABIS_BOOK, series_title,'Customer_Search',0.2,,,,
LIGHT_BULB,specific_uses_for_product,'FAQ',0.2,specific_uses_for_product,8,UMP,Optional
MASSAGER, color,'Customer_Search',0.2,,,,
MASSAGER, massager_form,'Customer_Search',0.2,,,,
MASSAGER, power_source_type,'Customer_Search',0.2,,,,
MASSAGER, special_feature,'Customer_Search',0.2,,,,
MASSAGER,color,'Customer_Search',0.2,color,4,rac,Required
MOBILE_APPLICATION,flight,'Customer_Search',0.2,,,,
MASSAGER,item_length_width_height,'FAQ',0.2,item_length_width_height,4,UMP,Required
MASSAGER,massager_form,'Customer_Search',0.2,massager_form,4,UMP,Optional
MASSAGER,power_source_type,'FAQ',0.2,power_source_type,8,UMP,Optional
MASSAGER,product_benefit,'Refinement',0.2,product_benefit,2,,
MASSAGER,product_grade,'Refinement',0.2,product_grade,2,,
MASSAGER,program_member,'Refinement',0.2,,,,
MOBILE_APPLICATION, 1GB RAM,'FAQ',0.2,,,,
MOBILE_APPLICATION,3GB RAM,'FAQ',0.2,,,,
MOBILE_APPLICATION,BR 24010,'FAQ',0.2,,,,
MOBILE_APPLICATION,Storage type,'FAQ',0.2,,,,
MOBILE_APPLICATION,Travel Category,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Product Type,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Product Category,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Personal Care Appliance,'Customer_Search',0.2,,,,
HAIR_DRYER,special_feature,'FAQ',0.2,special_feature,4,UMP,Optional
GIFT_CARD,EMI/Payment Options,'Customer_Search',0.2,,,,
GIFT_CARD,End of season sale,'FAQ',0.2,,,,
GIFT_CARD,Gift Card,'Customer_Search',0.2,,,,
GIFT_CARD,Gift Card Option,'Customer_Search',0.2,,,,
GIFT_CARD,Gift Cards,'Customer_Search',0.2,,,,
GIFT_CARD,Gift Options,'Customer_Search',0.2,,,,
GIFT_CARD,One time card limit breached,'FAQ',0.2,,,,
GIFT_CARD,Payment Method,'Customer_Search',0.2,,,,
GIFT_CARD,gift card,'Customer_Search',0.2,,,,
HAIR_DRYER, hair_dryer_type,'Customer_Search',0.2,,,,
HAIR_DRYER, included_components,'FAQ',0.2,,,,
HAIR_DRYER, material,'FAQ',0.2,,,,
HAIR_DRYER, model_name,'Customer_Search',0.2,,,,
HAIR_DRYER, power_source_type,'Customer_Search',0.2,,,,
HAIR_DRYER, product_line,'Customer_Search',0.2,,,,
HAIR_DRYER, recommended_uses_for_product,'Customer_Search',0.2,,,,
HAIR_DRYER, special_feature,'Customer_Search',0.2,,,,
HAIR_DRYER, wattage,'Customer_Search',0.2,,,,
HAIR_DRYER,brand,'Customer_Search',0.2,brand,8,UMP,Required
HAIR_DRYER,color,'FAQ',0.2,color,8,rac,Required
HAIR_DRYER,gender,'Customer_Search',0.2,,,,
HAIR_DRYER,hair_type,'Customer_Search',0.2,hair_type,4,rac,Optional
HAIR_DRYER,included_components,'FAQ',0.2,included_components,4,rac,Optional
HAIR_DRYER,power_source_type,'FAQ',0.2,power_source_type,8,rac,Optional
HAIR_DRYER,product_line,'Customer_Search',0.2,,,,
GIFT_CARD,Category Type,'Customer_Search',0.2,,,,
GIFT_CARD,Brand,'Customer_Search',0.2,,,,
GIFT_CARD,3000,'FAQ',0.2,,,,
FRUIT, ingredients,'Customer_Search',0.2,,,,
FOOD_STORAGE_CONTAINER, item_length_width_height,'Customer_Search',0.2,,,,
FOOD_STORAGE_CONTAINER, material,'Customer_Search',0.2,,,,
FOOD_STORAGE_CONTAINER, recommended_uses_for_product,'Customer_Search',0.2,,,,
FOOD_STORAGE_CONTAINER,brand,'Customer_Search',0.2,brand,8,UMP,Required
FOOD_STORAGE_CONTAINER,capacity,'FAQ',0.2,capacity,8,rac,Required
FOOD_STORAGE_CONTAINER,color,'Refinement',0.2,color,8,rac,Required
FOOD_STORAGE_CONTAINER,container_shape,'Customer_Search',0.2,,,,
FOOD_STORAGE_CONTAINER,microwave safe,'FAQ',0.2,,,,
FOOD_STORAGE_CONTAINER,number_of_pieces,'Refinement',0.2,,,,
FOOD_STORAGE_CONTAINER,product_type,'Customer_Search',0.2,,,,
FOOD_STORAGE_CONTAINER,program_member,'Refinement',0.2,,,,
FRUIT, item_package_dimensions,'Customer_Search',0.2,,,,
GIFT_CARD, gift,'Customer_Search',0.2,,,,
FRUIT, item_weight,'Customer_Search',0.2,,,,
FRUIT,brand,'Customer_Search',0.2,brand,8,UMP,Required
FRUIT,diet_type,'FAQ',0.2,diet_type,4,UMP,Optional
FRUIT,directions,'FAQ',0.2,directions,4,UMP,Optional
FRUIT,fruit_type,'Customer_Search',0.2,,,,
FRUIT,item_package_dimensions,'Customer_Search',0.2,item_package_dimensions,4,UMP,Required
FRUIT,item_weight,'Customer_Search',0.2,item_weight,8,rac,Required
FRUIT,nutritional_info,'FAQ',0.2,nutritional_info,4,UMP,Optional
FRUIT,product_type,'Customer_Search',0.2,,,,
FRUIT,quantity,'Customer_Search',0.2,,,,
GIFT_CARD, Product Type,'Customer_Search',0.2,,,,
HAIR_DRYER,recommended_uses_for_product,'FAQ',0.2,recommended_uses_for_product,4,UMP,Optional
HAIR_DRYER,wattage,'FAQ',0.2,wattage,8,UMP,Optional
HEALTH_PERSONAL_CARE,Personal Care,'Customer_Search',0.2,,,,
HAIR_STYLING_AGENT, hair_type,'Customer_Search',0.2,,,,
HEADPHONES,battery_average_life,'FAQ',0.2,,,,
HEADPHONES,battery_capacity,'FAQ',0.2,,,,
HEADPHONES,battery_charge_time,'FAQ',0.2,,,,
HEADPHONES,brand,'Customer_Search',0.2,brand,8,rac,Required
HEADPHONES,cable_feature,'Refinement',0.2,,,,
HEADPHONES,carrying_case_battery_average_life,'FAQ',0.2,,,,
HEADPHONES,carrying_case_battery_capacity,'FAQ',0.2,,,,
HEADPHONES,color,'Refinement',0.2,color,8,rac,Required
HEADPHONES,compatible_devices,'Refinement',0.2,compatible_devices,8,rac,Optional
HEADPHONES,condition,'FAQ',0.2,condition,4,UMP,CONFIGURED ONLY IN 'VENDOR' SCOPE
HEADPHONES,control_method,'Refinement',0.2,control_method,4,UMP,Optional
HEADPHONES,control_type,'Refinement',0.2,control_type,8,rac,Optional
HEADPHONES,earpiece_shape,'Refinement',0.2,earpiece_shape,2,,
HEADPHONES,headphones_ear_placement,'Customer_Search',0.2,headphones_ear_placement,8,UMP,Optional
HEADPHONES,headphones_jack,'Refinement',0.2,headphones_jack,8,rac,Optional
HEADPHONES,included_components,'Refinement',0.2,included_components,8,rac,Required
HEADPHONES,noise_control,'FAQ',0.2,noise_control,8,UMP,Optional
HEADPHONES,warranty_description,'FAQ',0.2,warranty_description,4,rac,Required
HEADPHONES,water_resistance_level,'FAQ',0.2,water_resistance_level,4,UMP,Optional
HEADPHONES,wireless_communication_technology,'FAQ',0.2,wireless_communication_technology,8,rac,Optional
HEALTH_PERSONAL_CARE, men,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Brand,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Health &amp; Personal Care,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Material,'Customer_Search',0.2,,,,
HEALTH_PERSONAL_CARE,Oral Care,'Customer_Search',0.2,,,,
HEADPHONES,age_range_description,'Refinement',0.2,age_range_description,8,UMP,Optional
HEADPHONES, wireless_communication_technology,'Customer_Search',0.2,,,,
HEADPHONES, model_name,'Customer_Search',0.2,,,,
HAIR_TRIMMER, recommended_uses_for_product,'Customer_Search',0.2,,,,
HAIR_STYLING_AGENT, item_form,'Customer_Search',0.2,,,,
HAIR_STYLING_AGENT, unit_count,'FAQ',0.2,,,,
HAIR_STYLING_AGENT,liquid_volume,'FAQ',0.2,liquid_volume,4,UMP,Required
HAIR_STYLING_AGENT,product_line,'Customer_Search',0.2,,,,
HAIR_STYLING_AGENT,product_type,'Customer_Search',0.2,,,,
HAIR_STYLING_AGENT,program_member,'Refinement',0.2,,,,
HAIR_STYLING_AGENT,unit_count,'FAQ',0.2,unit_count,4,UMP,Required
HAIR_TRIMMER, item_weight,'Customer_Search',0.2,,,,
HAIR_TRIMMER, material,'Customer_Search',0.2,,,,
HAIR_TRIMMER, power_source_type,'Customer_Search',0.2,,,,
HAIR_TRIMMER, product_type,'Customer_Search',0.2,,,,
HAIR_TRIMMER, target_audience=Men,'Customer_Search',0.2,,,,
HEADPHONES, headphones_jack,'Customer_Search',0.2,,,,
HAIR_TRIMMER, target_gender,'Customer_Search',0.2,,,,
HAIR_TRIMMER,material,'Refinement',0.2,material,4,rac,Required
HAIR_TRIMMER,product_line,'Customer_Search',0.2,,,,
HAIR_TRIMMER,program_member,'Refinement',0.2,,,,
HAIR_TRIMMER,target_audience,'Customer_Search',0.2,target_audience,2,,
HAIR_TRIMMER,target_gender,'Refinement',0.2,target_gender,8,rac,Optional
HAIR_TRIMMER,warranty_description,'FAQ',0.2,warranty_description,4,rac,Optional
HEADPHONES, carrying_case_battery_charge_time,'FAQ',0.2,,,,
HEADPHONES, connectivity_technology,'Customer_Search',0.2,,,,
HEADPHONES, headphones_ear_placement,'Customer_Search',0.2,,,,
HEADPHONES, headphones_form_factor,'Customer_Search',0.2,,,,
WRITING_INSTRUMENT,writing_instrument_type,'Customer_Search',0.2,,,,
